"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","sample_location"
5360,"Dotarizine","C29 H34 N2 O2",-2.74,442.26082,443.26809,22.472,"sc010"
5360,"Dotarizine","C29 H34 N2 O2",-2.74,442.26082,443.26809,22.472,"sc011"
5360,"Dotarizine","C29 H34 N2 O2",-2.74,442.26082,443.26809,22.472,"sc012"
5360,"Dotarizine","C29 H34 N2 O2",-2.74,442.26082,443.26809,22.472,"sc013"
5360,"Dotarizine","C29 H34 N2 O2",-2.74,442.26082,443.26809,22.472,"sc014"
5360,"Dotarizine","C29 H34 N2 O2",-2.74,442.26082,443.26809,22.472,"sc015"
5360,"Dotarizine","C29 H34 N2 O2",-2.74,442.26082,443.26809,22.472,"sc016"
5360,"Dotarizine","C29 H34 N2 O2",-2.74,442.26082,443.26809,22.472,"sc017"
5360,"Dotarizine","C29 H34 N2 O2",-2.74,442.26082,443.26809,22.472,"sc018"
5360,"Dotarizine","C29 H34 N2 O2",-2.74,442.26082,443.26809,22.472,"sc020"
5360,"Dotarizine","C29 H34 N2 O2",-2.74,442.26082,443.26809,22.472,"sc023"
5360,"Dotarizine","C29 H34 N2 O2",-2.74,442.26082,443.26809,22.472,"solution"
7013,"Doxefazepam","C17 H14 Cl F N2 O3",-2.63,348.06678,349.07406,14.261,"sc020"
2715,"Doxylamine","C17 H22 N2 O",0.3,270.1733,271.18057,7.393,"sc003"
2715,"Doxylamine","C17 H22 N2 O",0.3,270.1733,271.18057,7.393,"sc004"
2035,"Dromostanolone","C20 H32 O2",0.38,304.24035,305.24765,21.565,"sc002"
2035,"Dromostanolone","C20 H32 O2",0.38,304.24035,305.24765,21.565,"sc005"
2035,"Dromostanolone","C20 H32 O2",0.38,304.24035,305.24765,21.565,"sc007"
6655,"Dromostanolone","C20 H32 O2",0.3,304.24032,305.2476,21.323,"sc011"
505,"Dromostanolone","C20 H32 O2",0.48,304.24037,305.24765,19.963,"sc012"
505,"Dromostanolone","C20 H32 O2",0.48,304.24037,305.24765,19.963,"sc013"
505,"Dromostanolone","C20 H32 O2",0.48,304.24037,305.24765,19.963,"sc014"
6655,"Dromostanolone","C20 H32 O2",0.3,304.24032,305.2476,21.323,"sc018"
8091,"Dyclonine","C18 H27 N O2",0.76,289.2044,290.21167,18.215,"sc002"
8034,"Dyclonine","C18 H27 N O2",0.59,289.20435,290.21163,8.851,"sc005"
4883,"EMB-FUBINACA","C22 H24 F N3 O3",0.03,397.18018,420.1694,18.497,"solution"
9047,"ETORPHINE","C25 H33 N O4",0.27,411.24107,412.24834,18.355,"sc005"
178,"Ecgonine methyl ester","C10 H17 N O3",0.2,199.12088,200.12815,11.719,"sc003"
178,"Ecgonine methyl ester","C10 H17 N O3",0.2,199.12088,200.12815,11.719,"sc004"
178,"Ecgonine methyl ester","C10 H17 N O3",0.2,199.12088,200.12815,11.719,"sc007"
178,"Ecgonine methyl ester","C10 H17 N O3",0.2,199.12088,200.12815,11.719,"sc008"
178,"Ecgonine methyl ester","C10 H17 N O3",0.2,199.12088,200.12815,11.719,"sc016"
178,"Ecgonine methyl ester","C10 H17 N O3",0.2,199.12088,200.12815,11.719,"sc020"
9314,"Econazole_BTM03575","C11 H8 Cl2 N2 O",0.41,254.00147,255.00875,13.077,"sc008"
4148,"Efavirenz","C14 H9 Cl F3 N O2",0.31,315.02749,316.03476,17.485,"sc003"
4148,"Efavirenz","C14 H9 Cl F3 N O2",0.31,315.02749,316.03476,17.485,"sc004"
4148,"Efavirenz","C14 H9 Cl F3 N O2",0.31,315.02749,316.03476,17.485,"sc007"
4148,"Efavirenz","C14 H9 Cl F3 N O2",0.31,315.02749,316.03476,17.485,"sc008"
4148,"Efavirenz","C14 H9 Cl F3 N O2",0.31,315.02749,316.03476,17.485,"sc020"
7724,"Efinaconazole","C18 H22 F2 N4 O",-0.19,348.1761,349.18338,7.234,"sc014"
7724,"Efinaconazole","C18 H22 F2 N4 O",-0.19,348.1761,349.18338,7.234,"sc018"
5895,"Eicosapentaenoic acid ethyl ester","C22 H34 O2",0.18,330.25594,331.26333,22.04,"sc007"
5895,"Eicosapentaenoic acid ethyl ester","C22 H34 O2",0.18,330.25594,331.26333,22.04,"sc008"
692,"Ekgonin","C9 H15 N O3",0.35,185.10526,186.11254,10.118,"sc003"
359,"Ekgonin","C9 H15 N O3",0.29,185.10525,186.11252,5.281,"sc004"
692,"Ekgonin","C9 H15 N O3",0.35,185.10526,186.11254,10.118,"sc007"
692,"Ekgonin","C9 H15 N O3",0.35,185.10526,186.11254,10.118,"sc008"
692,"Ekgonin","C9 H15 N O3",0.35,185.10526,186.11254,10.118,"sc020"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"qc15x"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc001"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc002"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc003"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc004"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc005"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc007"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc008"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc009"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc010"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc011"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc012"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc013"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc014"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc015"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc016"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc017"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc018"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc020"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"sc023"
8,"Elaidoylamide","C18 H35 N O",0.14,281.2719,282.27917,21.393,"solution"
1628,"Eltoprazine","C12 H16 N2 O2",0.44,220.12128,221.12855,11.661,"sc007"
1628,"Eltoprazine","C12 H16 N2 O2",0.44,220.12128,221.12855,11.661,"sc008"
4593,"Eltoprazine","C12 H16 N2 O2",0.48,220.12128,221.12856,8.752,"sc009"
5109,"Eltoprazine","C12 H16 N2 O2",0.34,220.12125,221.12853,8.483,"sc014"
4443,"Eltoprazine","C12 H16 N2 O2",0.35,220.12125,221.12853,7.308,"sc016"
4617,"Eltoprazine","C12 H16 N2 O2",0.42,220.12127,221.12855,7.67,"sc020"
681,"Embutramide","C17 H27 N O3",0.49,293.19924,294.20651,14.297,"sc003"
681,"Embutramide","C17 H27 N O3",0.49,293.19924,294.20651,14.297,"sc004"
681,"Embutramide","C17 H27 N O3",0.49,293.19924,294.20651,14.297,"sc007"
681,"Embutramide","C17 H27 N O3",0.49,293.19924,294.20651,14.297,"sc008"
4734,"Embutramide","C17 H27 N O3",0.38,293.1992,294.20648,6.684,"sc009"
3562,"Embutramide","C17 H27 N O3",0.4,293.19921,294.20649,7.738,"sc012"
3562,"Embutramide","C17 H27 N O3",0.4,293.19921,294.20649,7.738,"sc013"
1539,"Embutramide","C17 H27 N O3",0.51,293.19924,294.20652,14.543,"sc014"
681,"Embutramide","C17 H27 N O3",0.49,293.19924,294.20651,14.297,"sc020"
681,"Embutramide","C17 H27 N O3",0.49,293.19924,294.20651,14.297,"sc023"
6974,"Emicerfont","C22 H24 N6 O2",0.57,404.1963,405.20357,16.668,"sc005"
6974,"Emicerfont","C22 H24 N6 O2",0.57,404.1963,405.20357,16.668,"sc018"
418,"Emtricitabine","C8 H10 F N3 O3 S",0.37,247.04278,270.03201,5.246,"sc003"
418,"Emtricitabine","C8 H10 F N3 O3 S",0.37,247.04278,270.03201,5.246,"sc004"
418,"Emtricitabine","C8 H10 F N3 O3 S",0.37,247.04278,270.03201,5.246,"sc007"
418,"Emtricitabine","C8 H10 F N3 O3 S",0.37,247.04278,270.03201,5.246,"sc014"
418,"Emtricitabine","C8 H10 F N3 O3 S",0.37,247.04278,270.03201,5.246,"sc015"
418,"Emtricitabine","C8 H10 F N3 O3 S",0.37,247.04278,270.03201,5.246,"sc016"
418,"Emtricitabine","C8 H10 F N3 O3 S",0.37,247.04278,270.03201,5.246,"sc020"
418,"Emtricitabine","C8 H10 F N3 O3 S",0.37,247.04278,270.03201,5.246,"sc023"
4133,"Enalapril acid","C18 H24 N2 O5",3.89,348.16988,349.17715,17.255,"sc003"
4133,"Enalapril acid","C18 H24 N2 O5",3.89,348.16988,349.17715,17.255,"sc004"
4133,"Enalapril acid","C18 H24 N2 O5",3.89,348.16988,349.17715,17.255,"sc007"
4945,"Enanthamide","C7 H15 N O",0.78,129.11546,130.12274,1.279,"sc007"
668,"Ensulizole","C13 H10 N2 O3 S",0.41,274.04132,275.04859,7.497,"sc003"
668,"Ensulizole","C13 H10 N2 O3 S",0.41,274.04132,275.04859,7.497,"sc004"
668,"Ensulizole","C13 H10 N2 O3 S",0.41,274.04132,275.04859,7.497,"sc007"
668,"Ensulizole","C13 H10 N2 O3 S",0.41,274.04132,275.04859,7.497,"sc008"
668,"Ensulizole","C13 H10 N2 O3 S",0.41,274.04132,275.04859,7.497,"sc010"
668,"Ensulizole","C13 H10 N2 O3 S",0.41,274.04132,275.04859,7.497,"sc014"
668,"Ensulizole","C13 H10 N2 O3 S",0.41,274.04132,275.04859,7.497,"sc015"
668,"Ensulizole","C13 H10 N2 O3 S",0.41,274.04132,275.04859,7.497,"sc016"
668,"Ensulizole","C13 H10 N2 O3 S",0.41,274.04132,275.04859,7.497,"sc020"
668,"Ensulizole","C13 H10 N2 O3 S",0.41,274.04132,275.04859,7.497,"sc023"
1117,"Entacapone","C14 H15 N3 O5",-1.46,305.10072,306.108,5.129,"sc003"
4306,"Entecavir","C12 H15 N5 O3",0.19,277.11754,278.12482,12.406,"sc003"
4306,"Entecavir","C12 H15 N5 O3",0.19,277.11754,278.12482,12.406,"sc004"
4306,"Entecavir","C12 H15 N5 O3",0.19,277.11754,278.12482,12.406,"sc007"
2796,"Enzacamene","C18 H22 O",0.3,254.16714,255.17442,18.96,"sc003"
2796,"Enzacamene","C18 H22 O",0.3,254.16714,255.17442,18.96,"sc004"
2796,"Enzacamene","C18 H22 O",0.3,254.16714,255.17442,18.96,"sc007"
2796,"Enzacamene","C18 H22 O",0.3,254.16714,255.17442,18.96,"sc008"
2796,"Enzacamene","C18 H22 O",0.3,254.16714,255.17442,18.96,"sc020"
842,"Epicept Np-1","C10 H15 N3 O2",0.03,209.11643,210.12371,1.52,"sc014"
5634,"Epicept Np-1","C10 H15 N3 O2",0.15,209.11646,210.1237,6.301,"sc015"
715,"Epicept Np-1","C10 H15 N3 O2",0.06,209.11644,210.12372,1.302,"sc023"
5266,"Epigallocatechol","C15 H14 O7",3.52,306.07503,307.08231,2.539,"sc002"
6338,"Epigallocatechol","C15 H14 O7",0.67,306.07416,307.08143,12.819,"sc013"
8009,"Epinephrine","C9 H13 N O3",0.41,183.08962,184.09689,2.278,"sc015"
9530,"Epoprostenol","C20 H32 O5",-0.46,352.22481,375.21402,20.229,"sc005"
8933,"Epoprostenol","C20 H32 O5",2.11,352.22572,353.23299,6.53,"sc007"
880,"Epoprostenol","C20 H32 O5",-0.03,352.22496,375.2142,17.463,"sc013"
3190,"Eprazinone","C24 H32 N2 O2",-0.02,380.24637,381.25365,13.333,"sc002"
3190,"Eprazinone","C24 H32 N2 O2",-0.02,380.24637,381.25365,13.333,"sc004"
3190,"Eprazinone","C24 H32 N2 O2",-0.02,380.24637,381.25365,13.333,"sc005"
3190,"Eprazinone","C24 H32 N2 O2",-0.02,380.24637,381.25365,13.333,"sc010"
3190,"Eprazinone","C24 H32 N2 O2",-0.02,380.24637,381.25365,13.333,"sc012"
3190,"Eprazinone","C24 H32 N2 O2",-0.02,380.24637,381.25365,13.333,"sc014"
3190,"Eprazinone","C24 H32 N2 O2",-0.02,380.24637,381.25365,13.333,"sc015"
3190,"Eprazinone","C24 H32 N2 O2",-0.02,380.24637,381.25365,13.333,"sc016"
3190,"Eprazinone","C24 H32 N2 O2",-0.02,380.24637,381.25365,13.333,"sc017"
3190,"Eprazinone","C24 H32 N2 O2",-0.02,380.24637,381.25365,13.333,"sc018"
3190,"Eprazinone","C24 H32 N2 O2",-0.02,380.24637,381.25365,13.333,"sc023"
3190,"Eprazinone","C24 H32 N2 O2",-0.02,380.24637,381.25365,13.333,"solution"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc002"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc003"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc004"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc005"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc007"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc008"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc009"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc010"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc011"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc012"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc013"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc014"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc015"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc016"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc017"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc018"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc020"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"sc023"
3813,"Eprosartan","C23 H24 N2 O4 S",-1.34,424.14511,425.15239,22.085,"solution"
905,"Equa","C17 H25 N3 O2",0.49,303.19482,304.20211,5.536,"sc004"
8701,"Equa","C17 H25 N3 O2",0.36,303.19479,304.20206,8.258,"sc010"
8701,"Equa","C17 H25 N3 O2",0.36,303.19479,304.20206,8.258,"sc011"
905,"Equa","C17 H25 N3 O2",0.49,303.19482,304.20211,5.536,"sc015"
905,"Equa","C17 H25 N3 O2",0.49,303.19482,304.20211,5.536,"sc020"
905,"Equa","C17 H25 N3 O2",0.49,303.19482,304.20211,5.536,"sc023"
4184,"Ergocristine","C35 H39 N5 O5",-0.17,609.29502,610.30229,18.384,"sc001"
4184,"Ergocristine","C35 H39 N5 O5",-0.17,609.29502,610.30229,18.384,"sc003"
4184,"Ergocristine","C35 H39 N5 O5",-0.17,609.29502,610.30229,18.384,"sc004"
4184,"Ergocristine","C35 H39 N5 O5",-0.17,609.29502,610.30229,18.384,"sc014"
4184,"Ergocristine","C35 H39 N5 O5",-0.17,609.29502,610.30229,18.384,"sc015"
4184,"Ergocristine","C35 H39 N5 O5",-0.17,609.29502,610.30229,18.384,"sc016"
4184,"Ergocristine","C35 H39 N5 O5",-0.17,609.29502,610.30229,18.384,"sc020"
4184,"Ergocristine","C35 H39 N5 O5",-0.17,609.29502,610.30229,18.384,"sc023"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc001"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc002"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc003"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc004"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc005"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc007"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc008"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc009"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc010"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc011"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc012"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc013"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc014"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc015"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc016"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc017"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc018"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc020"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"sc023"
539,"Erucamide","C22 H43 N O",0.2,337.33453,338.34183,23.816,"solution"
682,"Erythromycin","C37 H67 N O13",-0.53,733.46085,734.46813,16.938,"sc003"
682,"Erythromycin","C37 H67 N O13",-0.53,733.46085,734.46813,16.938,"sc004"
682,"Erythromycin","C37 H67 N O13",-0.53,733.46085,734.46813,16.938,"sc007"
682,"Erythromycin","C37 H67 N O13",-0.53,733.46085,734.46813,16.938,"sc008"
682,"Erythromycin","C37 H67 N O13",-0.53,733.46085,734.46813,16.938,"sc020"
690,"Erythromycin B_BTM01919","C37 H65 N O12",-0.52,715.4503,716.45758,14.935,"sc003"
690,"Erythromycin B_BTM01919","C37 H65 N O12",-0.52,715.4503,716.45758,14.935,"sc004"
690,"Erythromycin B_BTM01919","C37 H65 N O12",-0.52,715.4503,716.45758,14.935,"sc007"
690,"Erythromycin B_BTM01919","C37 H65 N O12",-0.52,715.4503,716.45758,14.935,"sc020"
6143,"Erythromycin C","C36 H65 N O13",-0.68,719.4451,720.45238,16.923,"sc007"
6143,"Erythromycin C","C36 H65 N O13",-0.68,719.4451,720.45238,16.923,"sc008"
1890,"Esculetin","C9 H6 O4",0.31,178.02666,179.03394,16.591,"sc003"
1514,"Esculetin","C9 H6 O4",0.45,178.02669,179.03396,17.008,"sc007"
1514,"Esculetin","C9 H6 O4",0.45,178.02669,179.03396,17.008,"sc008"
1514,"Esculetin","C9 H6 O4",0.45,178.02669,179.03396,17.008,"sc020"
6574,"Esmolol","C16 H25 N O4",0.35,295.17846,296.18574,6.803,"sc002"
255,"Esmolol","C16 H25 N O4",0.42,295.17848,296.18576,6.374,"sc003"
255,"Esmolol","C16 H25 N O4",0.42,295.17848,296.18576,6.374,"sc004"
7714,"Esmolol","C16 H25 N O4",0.44,295.17849,296.18576,4.605,"sc011"
7714,"Esmolol","C16 H25 N O4",0.44,295.17849,296.18576,4.605,"sc013"
255,"Esmolol","C16 H25 N O4",0.42,295.17848,296.18576,6.374,"sc014"
255,"Esmolol","C16 H25 N O4",0.42,295.17848,296.18576,6.374,"sc015"
255,"Esmolol","C16 H25 N O4",0.42,295.17848,296.18576,6.374,"sc023"
30,"Estetrol","C18 H24 O4",4.77,304.16891,305.17619,15.289,"sc003"
30,"Estetrol","C18 H24 O4",4.77,304.16891,305.17619,15.289,"sc004"
30,"Estetrol","C18 H24 O4",4.77,304.16891,305.17619,15.289,"sc007"
30,"Estetrol","C18 H24 O4",4.77,304.16891,305.17619,15.289,"sc008"
30,"Estetrol","C18 H24 O4",4.77,304.16891,305.17619,15.289,"sc014"
30,"Estetrol","C18 H24 O4",4.77,304.16891,305.17619,15.289,"sc015"
30,"Estetrol","C18 H24 O4",4.77,304.16891,305.17619,15.289,"sc016"
30,"Estetrol","C18 H24 O4",4.77,304.16891,305.17619,15.289,"sc020"
30,"Estetrol","C18 H24 O4",4.77,304.16891,305.17619,15.289,"sc023"
2223,"Estradiol","C20 H26 O3",0.18,314.18825,315.19552,18.736,"sc007"
2408,"Estradiol","C20 H26 O3",-0.06,314.18818,315.19539,18.929,"sc008"
2408,"Estradiol","C20 H26 O3",-0.06,314.18818,315.19539,18.929,"sc010"
2408,"Estradiol","C20 H26 O3",-0.06,314.18818,315.19539,18.929,"sc012"
806,"Estradiol","C20 H26 O3",0.23,314.18827,315.19554,17.219,"sc013"
2223,"Estradiol","C20 H26 O3",0.18,314.18825,315.19552,18.736,"sc018"
2423,"Estriol","C18 H24 O3",0.45,288.17267,289.17988,17.718,"sc003"
2423,"Estriol","C18 H24 O3",0.45,288.17267,289.17988,17.718,"sc004"
5780,"Estriol","C18 H24 O3",0.44,288.17267,289.1799,17.597,"sc007"
489,"Estriol","C18 H24 O3",0.43,288.17267,289.17994,16.61,"sc008"
6628,"Estriol","C18 H24 O3",0.73,288.17275,289.18003,19.47,"sc012"
6628,"Estriol","C18 H24 O3",0.73,288.17275,289.18003,19.47,"sc013"
341,"Estriol","C18 H24 O3",0.47,288.17268,289.17995,15.638,"sc020"
1765,"Etafedrine","C12 H19 N O",0.17,193.1467,194.15397,16.606,"sc016"
3479,"Ethallobarbital","C9 H12 N2 O3",0.21,196.08483,197.0921,6.969,"sc009"
2133,"Ethambutol","C10 H24 N2 O2",0.09,204.1838,205.19106,1.214,"sc003"
2133,"Ethambutol","C10 H24 N2 O2",0.09,204.1838,205.19106,1.214,"sc004"
2133,"Ethambutol","C10 H24 N2 O2",0.09,204.1838,205.19106,1.214,"sc007"
2133,"Ethambutol","C10 H24 N2 O2",0.09,204.1838,205.19106,1.214,"sc016"
2744,"Ethinamate","C9 H13 N O2",0.14,167.09465,168.10193,6.172,"sc007"
1391,"Ethinamate","C9 H13 N O2",0.17,167.09466,168.10193,5.87,"sc009"
3725,"Ethinamate","C9 H13 N O2",0.17,167.09466,168.10193,2.078,"sc014"
3725,"Ethinamate","C9 H13 N O2",0.17,167.09466,168.10193,2.078,"sc015"
9252,"Ethopropazine","C19 H24 N2 S",1.2,312.16639,313.17367,6.864,"sc014"
7655,"Ethosuximide","C7 H11 N O2",0.59,141.07906,142.08634,1.272,"sc018"
662,"Ethoxyquin","C14 H19 N O",0.56,217.14679,218.15403,8.432,"sc003"
662,"Ethoxyquin","C14 H19 N O",0.56,217.14679,218.15403,8.432,"sc004"
662,"Ethoxyquin","C14 H19 N O",0.56,217.14679,218.15403,8.432,"sc012"
662,"Ethoxyquin","C14 H19 N O",0.56,217.14679,218.15403,8.432,"sc013"
662,"Ethoxyquin","C14 H19 N O",0.56,217.14679,218.15403,8.432,"sc015"
3451,"Ethoxyquin","C14 H19 N O",0.52,217.14678,218.15405,8.269,"sc018"
662,"Ethoxyquin","C14 H19 N O",0.56,217.14679,218.15403,8.432,"sc020"
6056,"Ethyl 3-cyclopropyl-1-methyl-4-morpholino-1H-pyrazolo[3,4-b]pyridine-5-carboxylate","C17 H22 N4 O3",0.3,330.16929,331.17657,11.939,"sc008"
6056,"Ethyl 3-cyclopropyl-1-methyl-4-morpholino-1H-pyrazolo[3,4-b]pyridine-5-carboxylate","C17 H22 N4 O3",0.3,330.16929,331.17657,11.939,"sc014"
6056,"Ethyl 3-cyclopropyl-1-methyl-4-morpholino-1H-pyrazolo[3,4-b]pyridine-5-carboxylate","C17 H22 N4 O3",0.3,330.16929,331.17657,11.939,"sc015"
6056,"Ethyl 3-cyclopropyl-1-methyl-4-morpholino-1H-pyrazolo[3,4-b]pyridine-5-carboxylate","C17 H22 N4 O3",0.3,330.16929,331.17657,11.939,"sc023"
1939,"Ethyl oleate","C20 H38 O2",0.39,310.2873,311.29458,23.176,"sc010"
1939,"Ethyl oleate","C20 H38 O2",0.39,310.2873,311.29458,23.176,"sc023"
4943,"Ethyl-2-amino-1-cyclohexene-1-carboxylate","C9 H15 N O2",0.2,169.11031,170.11759,7.493,"sc016"
628,"Ethylphenidate","C15 H21 N O2",0.35,247.15731,248.16459,9.179,"sc003"
1244,"Ethylphenidate","C15 H21 N O2",0.46,247.15734,248.16462,10.299,"sc004"
1576,"Ethylphenidate","C15 H21 N O2",0.37,247.15732,248.1646,7.731,"sc005"
628,"Ethylphenidate","C15 H21 N O2",0.35,247.15731,248.16459,9.179,"sc007"
2243,"Ethylphenidate","C15 H21 N O2",0.35,247.15731,248.16459,6.674,"sc012"
1576,"Ethylphenidate","C15 H21 N O2",0.37,247.15732,248.1646,7.731,"sc014"
1576,"Ethylphenidate","C15 H21 N O2",0.37,247.15732,248.1646,7.731,"sc015"
2243,"Ethylphenidate","C15 H21 N O2",0.35,247.15731,248.16459,6.674,"sc017"
1576,"Ethylphenidate","C15 H21 N O2",0.37,247.15732,248.1646,7.731,"sc018"
1576,"Ethylphenidate","C15 H21 N O2",0.37,247.15732,248.1646,7.731,"sc020"
3303,"Ethylphenylacetylurea","C11 H14 N2 O2",0.09,206.10555,207.11282,8.251,"qc15x"
2977,"Ethylphenylacetylurea","C11 H14 N2 O2",0.12,206.10555,207.11282,6.77,"sc005"
5312,"Ethylphenylacetylurea","C11 H14 N2 O2",0.05,206.10554,207.11281,8.111,"sc009"
2977,"Ethylphenylacetylurea","C11 H14 N2 O2",0.12,206.10555,207.11282,6.77,"sc014"
2977,"Ethylphenylacetylurea","C11 H14 N2 O2",0.12,206.10555,207.11282,6.77,"sc015"
2977,"Ethylphenylacetylurea","C11 H14 N2 O2",0.12,206.10555,207.11282,6.77,"sc016"
2977,"Ethylphenylacetylurea","C11 H14 N2 O2",0.12,206.10555,207.11282,6.77,"sc023"
9210,"Ethylphosphate","C2 H7 O4 P",1.08,126.00833,127.01561,1.278,"sc001"
2579,"Etifenin","C16 H22 N2 O5",0.35,322.15298,323.16029,12.879,"sc003"
2579,"Etifenin","C16 H22 N2 O5",0.35,322.15298,323.16029,12.879,"sc004"
2579,"Etifenin","C16 H22 N2 O5",0.35,322.15298,323.16029,12.879,"sc007"
2579,"Etifenin","C16 H22 N2 O5",0.35,322.15298,323.16029,12.879,"sc015"
2579,"Etifenin","C16 H22 N2 O5",0.35,322.15298,323.16029,12.879,"sc020"
2773,"Etifenin","C16 H22 N2 O5",0.28,322.15296,323.16023,10.751,"sc023"
477,"Etifoxine","C17 H17 Cl N2 O",1.04,300.10325,323.09248,13.683,"sc003"
477,"Etifoxine","C17 H17 Cl N2 O",1.04,300.10325,323.09248,13.683,"sc007"
6750,"Etifoxine","C17 H17 Cl N2 O",1,300.10324,301.11057,13.994,"sc020"
2726,"Etofenamate","C18 H18 F3 N O4",-0.83,369.11849,370.12576,8.043,"sc014"
2726,"Etofenamate","C18 H18 F3 N O4",-0.83,369.11849,370.12576,8.043,"sc015"
2726,"Etofenamate","C18 H18 F3 N O4",-0.83,369.11849,370.12576,8.043,"sc016"
2726,"Etofenamate","C18 H18 F3 N O4",-0.83,369.11849,370.12576,8.043,"sc023"
214,"Etomidate","C14 H16 N2 O2",0.48,244.12129,245.12857,14.867,"qc15x"
214,"Etomidate","C14 H16 N2 O2",0.48,244.12129,245.12857,14.867,"sc002"
