"peak_number","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample","group_area","peak_rating","replicate","sample_location","mass_list_name","mass_list_match"
2133,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.09,204.1838,205.19106,1.214,4464750.13665956,1,98.6,9.9,"DDA for preferred ion","[M+H]+1","sc16_1",186551.31276364,7.9,"1","sc16","itn_kps","Single match found"
2133,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.09,204.1838,205.19106,1.214,4464750.13665956,1,98.6,9.9,"DDA for preferred ion","[M+H]+1","sc16_2",183176.283774656,6.8,"2","sc16","kps_pharmaceuticals_oct22","Single match found"
2133,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.09,204.1838,205.19106,1.214,4464750.13665956,1,98.6,9.9,"DDA for preferred ion","[M+H]+1","sc16_2",183176.283774656,6.8,"2","sc16","itn_kps","Single match found"
2744,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.14,167.09465,168.10193,6.172,3509844.7742206,2,63.6,66.1,"DDA for preferred ion","[M+H]+1","sc007_1",3499563.57523038,8.4,"1","sc007","kps_psychoactive_substances_v2","Single match found"
2744,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.14,167.09465,168.10193,6.172,3509844.7742206,2,63.6,66.1,"DDA for preferred ion","[M+H]+1","sc007_1",3499563.57523038,8.4,"1","sc007","kps_pharmaceuticals_oct22","Multiple matches found"
2744,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.14,167.09465,168.10193,6.172,3509844.7742206,2,63.6,66.1,"DDA for preferred ion","[M+H]+1","sc007_2",3509844.7742206,8.4,"2","sc007","kps_psychoactive_substances_v2","Single match found"
2744,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.14,167.09465,168.10193,6.172,3509844.7742206,2,63.6,66.1,"DDA for preferred ion","[M+H]+1","sc007_2",3509844.7742206,8.4,"2","sc007","kps_pharmaceuticals_oct22","Multiple matches found"
1391,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.17,167.09466,168.10193,5.87,6491126.24577129,4,89.8,75.2,"DDA for preferred ion","[M+H]+1","sc009_1",3237330.45917638,5.7,"1","sc009","kps_psychoactive_substances_v2","Single match found"
1391,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.17,167.09466,168.10193,5.87,6491126.24577129,4,89.8,75.2,"DDA for preferred ion","[M+H]+1","sc009_1",3237330.45917638,5.7,"1","sc009","kps_pharmaceuticals_oct22","Multiple matches found"
3725,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.17,167.09466,168.10193,2.078,2569747.16495803,4,72.7,69.9,"DDA for preferred ion","[M+H]+1","sc009_1",1502976.08459028,5.3,"1","sc009","kps_psychoactive_substances_v2","Single match found"
3725,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.17,167.09466,168.10193,2.078,2569747.16495803,4,72.7,69.9,"DDA for preferred ion","[M+H]+1","sc009_1",1502976.08459028,5.3,"1","sc009","kps_pharmaceuticals_oct22","Multiple matches found"
3993,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.04,167.09464,168.10191,8.159,2390084.54338251,2,80.7,75.7,"DDA for preferred ion","[M+H]+1","sc009_1",880176.590381582,5.9,"1","sc009","kps_psychoactive_substances_v2","Single match found"
3993,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.04,167.09464,168.10191,8.159,2390084.54338251,2,80.7,75.7,"DDA for preferred ion","[M+H]+1","sc009_1",880176.590381582,5.9,"1","sc009","kps_pharmaceuticals_oct22","Multiple matches found"
5322,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.11,167.09465,168.10192,5.331,1678445.37377312,3,76,72.3,"DDA for preferred ion","[M+H]+1","sc009_1",1203311.0511842,7,"1","sc009","kps_psychoactive_substances_v2","Single match found"
5322,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.11,167.09465,168.10192,5.331,1678445.37377312,3,76,72.3,"DDA for preferred ion","[M+H]+1","sc009_1",1203311.0511842,7,"1","sc009","kps_pharmaceuticals_oct22","Multiple matches found"
3725,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.17,167.09466,168.10193,2.078,2569747.16495803,4,72.7,69.9,"DDA for preferred ion","[M+H]+1","sc014_1",1714419.70078818,6.7,"1","sc014","kps_psychoactive_substances_v2","Single match found"
3725,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.17,167.09466,168.10193,2.078,2569747.16495803,4,72.7,69.9,"DDA for preferred ion","[M+H]+1","sc014_1",1714419.70078818,6.7,"1","sc014","kps_pharmaceuticals_oct22","Multiple matches found"
3725,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.17,167.09466,168.10193,2.078,2569747.16495803,4,72.7,69.9,"DDA for preferred ion","[M+H]+1","sc014_2",1826749.88938317,5.7,"2","sc014","kps_psychoactive_substances_v2","Single match found"
3725,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.17,167.09466,168.10193,2.078,2569747.16495803,4,72.7,69.9,"DDA for preferred ion","[M+H]+1","sc014_2",1826749.88938317,5.7,"2","sc014","kps_pharmaceuticals_oct22","Multiple matches found"
5322,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.11,167.09465,168.10192,5.331,1678445.37377312,3,76,72.3,"DDA for preferred ion","[M+H]+1","sc014_1",1365647.41329403,5.9,"1","sc014","kps_psychoactive_substances_v2","Single match found"
5322,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.11,167.09465,168.10192,5.331,1678445.37377312,3,76,72.3,"DDA for preferred ion","[M+H]+1","sc014_1",1365647.41329403,5.9,"1","sc014","kps_pharmaceuticals_oct22","Multiple matches found"
5322,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.11,167.09465,168.10192,5.331,1678445.37377312,3,76,72.3,"DDA for preferred ion","[M+H]+1","sc014_2",966403.728156951,7,"2","sc014","kps_psychoactive_substances_v2","Single match found"
5322,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.11,167.09465,168.10192,5.331,1678445.37377312,3,76,72.3,"DDA for preferred ion","[M+H]+1","sc014_2",966403.728156951,7,"2","sc014","kps_pharmaceuticals_oct22","Multiple matches found"
5344,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.12,167.09465,168.10193,4.577,1672071.09636014,3,92.3,79,"DDA for preferred ion","[M+H]+1","sc014_2",1672071.09636014,6.7,"2","sc014","kps_psychoactive_substances_v2","Single match found"
5344,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.12,167.09465,168.10193,4.577,1672071.09636014,3,92.3,79,"DDA for preferred ion","[M+H]+1","sc014_2",1672071.09636014,6.7,"2","sc014","kps_pharmaceuticals_oct22","Multiple matches found"
3725,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.17,167.09466,168.10193,2.078,2569747.16495803,4,72.7,69.9,"DDA for preferred ion","[M+H]+1","sc15_1",2104364.64493973,6.7,"1","sc15","kps_psychoactive_substances_v2","Single match found"
3725,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.17,167.09466,168.10193,2.078,2569747.16495803,4,72.7,69.9,"DDA for preferred ion","[M+H]+1","sc15_1",2104364.64493973,6.7,"1","sc15","kps_pharmaceuticals_oct22","Multiple matches found"
3725,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.17,167.09466,168.10193,2.078,2569747.16495803,4,72.7,69.9,"DDA for preferred ion","[M+H]+1","sc15_2",2569747.16495803,6.7,"2","sc15","kps_psychoactive_substances_v2","Single match found"
3725,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.17,167.09466,168.10193,2.078,2569747.16495803,4,72.7,69.9,"DDA for preferred ion","[M+H]+1","sc15_2",2569747.16495803,6.7,"2","sc15","kps_pharmaceuticals_oct22","Multiple matches found"
5322,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.11,167.09465,168.10192,5.331,1678445.37377312,3,76,72.3,"DDA for preferred ion","[M+H]+1","sc15_2",1337011.87559742,5.9,"2","sc15","kps_psychoactive_substances_v2","Single match found"
5322,"Ethinamate","C9 H13 N O2","Full match","Partial match","Full match",0.11,167.09465,168.10192,5.331,1678445.37377312,3,76,72.3,"DDA for preferred ion","[M+H]+1","sc15_2",1337011.87559742,5.9,"2","sc15","kps_pharmaceuticals_oct22","Multiple matches found"
9252,"Ethopropazine","C19 H24 N2 S","No match","Invalid mass","Full match",1.2,312.16639,313.17367,6.864,379633.128733781,2,69.9,8.5,"DDA for preferred ion","[M+H]+1","sc014_1",379633.128733781,7.7,"1","sc014","kps_pharmaceuticals_oct22","Single match found"
9252,"Ethopropazine","C19 H24 N2 S","No match","Invalid mass","Full match",1.2,312.16639,313.17367,6.864,379633.128733781,2,69.9,8.5,"DDA for preferred ion","[M+H]+1","sc014_2",350324.683468303,6.8,"2","sc014","kps_pharmaceuticals_oct22","Single match found"
7655,"Ethosuximide","C7 H11 N O2","Full match","Partial match","Full match",0.59,141.07906,142.08634,1.272,879829.910498469,1,78.9,8.9,"DDA for preferred ion","[M+H]+1","sc18_1",423911.04218176,6.6,"1","sc18","kps_pharmaceuticals_oct22","Single match found"
7655,"Ethosuximide","C7 H11 N O2","Full match","Partial match","Full match",0.59,141.07906,142.08634,1.272,879829.910498469,1,78.9,8.9,"DDA for preferred ion","[M+H]+1","sc18_2",460416.096358702,5.5,"2","sc18","kps_pharmaceuticals_oct22","Single match found"
628,"Ethylphenidate","C15 H21 N O2","Full match","Not the top hit","Full match",0.35,247.15731,248.16459,9.179,12853092.4262907,3,87.2,9.4,"DDA for preferred ion","[M+H]+1","sc003_1",737612.852450653,5.3,"1","sc003","kps_psychoactive_substances_v2","Multiple matches found"
628,"Ethylphenidate","C15 H21 N O2","Full match","Not the top hit","Full match",0.35,247.15731,248.16459,9.179,12853092.4262907,3,87.2,9.4,"DDA for preferred ion","[M+H]+1","sc003_1",737612.852450653,5.3,"1","sc003","kps_pharmaceuticals_oct22","Multiple matches found"
628,"Ethylphenidate","C15 H21 N O2","Full match","Not the top hit","Full match",0.35,247.15731,248.16459,9.179,12853092.4262907,3,87.2,9.4,"DDA for preferred ion","[M+H]+1","sc003_2",822471.195974881,5.3,"2","sc003","kps_psychoactive_substances_v2","Multiple matches found"
628,"Ethylphenidate","C15 H21 N O2","Full match","Not the top hit","Full match",0.35,247.15731,248.16459,9.179,12853092.4262907,3,87.2,9.4,"DDA for preferred ion","[M+H]+1","sc003_2",822471.195974881,5.3,"2","sc003","kps_pharmaceuticals_oct22","Multiple matches found"
1244,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.46,247.15734,248.16462,10.299,7165337.82437544,3,98.2,92.2,"DDA for preferred ion","[M+H]+1","sc003_1",4111635.39502212,6.2,"1","sc003","kps_psychoactive_substances_v2","Multiple matches found"
1244,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.46,247.15734,248.16462,10.299,7165337.82437544,3,98.2,92.2,"DDA for preferred ion","[M+H]+1","sc003_1",4111635.39502212,6.2,"1","sc003","kps_pharmaceuticals_oct22","Multiple matches found"
1244,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.46,247.15734,248.16462,10.299,7165337.82437544,3,98.2,92.2,"DDA for preferred ion","[M+H]+1","sc003_2",4558328.78770647,6.2,"2","sc003","kps_psychoactive_substances_v2","Multiple matches found"
1244,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.46,247.15734,248.16462,10.299,7165337.82437544,3,98.2,92.2,"DDA for preferred ion","[M+H]+1","sc003_2",4558328.78770647,6.2,"2","sc003","kps_pharmaceuticals_oct22","Multiple matches found"
3436,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.46,247.15734,248.16462,6.8,2768381.5735331,2,82.4,51.5,"DDA for preferred ion","[M+H]+1","sc003_1",2458254.51880774,6.2,"1","sc003","kps_psychoactive_substances_v2","Multiple matches found"
3436,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.46,247.15734,248.16462,6.8,2768381.5735331,2,82.4,51.5,"DDA for preferred ion","[M+H]+1","sc003_1",2458254.51880774,6.2,"1","sc003","kps_pharmaceuticals_oct22","Multiple matches found"
3436,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.46,247.15734,248.16462,6.8,2768381.5735331,2,82.4,51.5,"DDA for preferred ion","[M+H]+1","sc003_2",2426129.79352958,5.7,"2","sc003","kps_psychoactive_substances_v2","Multiple matches found"
3436,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.46,247.15734,248.16462,6.8,2768381.5735331,2,82.4,51.5,"DDA for preferred ion","[M+H]+1","sc003_2",2426129.79352958,5.7,"2","sc003","kps_pharmaceuticals_oct22","Multiple matches found"
4188,"Ethylphenidate","C15 H21 N O2","Not the top hit","Partial match","Full match",0.41,247.15733,248.16461,7.545,2263924.95570641,2,87.6,54.5,"DDA for preferred ion","[M+H]+1","sc003_2",789365.387162661,7,"2","sc003","kps_psychoactive_substances_v2","Multiple matches found"
4188,"Ethylphenidate","C15 H21 N O2","Not the top hit","Partial match","Full match",0.41,247.15733,248.16461,7.545,2263924.95570641,2,87.6,54.5,"DDA for preferred ion","[M+H]+1","sc003_2",789365.387162661,7,"2","sc003","kps_pharmaceuticals_oct22","Multiple matches found"
4257,"Ethylphenidate","C15 H21 N O2","Full match","Not the top hit","Full match",0.56,247.15737,248.16464,4.581,2222086.89943687,4,96.1,9.8,"DDA for preferred ion","[M+H]+1","sc003_1",1923287.1887248,5.1,"1","sc003","kps_psychoactive_substances_v2","Multiple matches found"
4257,"Ethylphenidate","C15 H21 N O2","Full match","Not the top hit","Full match",0.56,247.15737,248.16464,4.581,2222086.89943687,4,96.1,9.8,"DDA for preferred ion","[M+H]+1","sc003_1",1923287.1887248,5.1,"1","sc003","kps_pharmaceuticals_oct22","Multiple matches found"
4257,"Ethylphenidate","C15 H21 N O2","Full match","Not the top hit","Full match",0.56,247.15737,248.16464,4.581,2222086.89943687,4,96.1,9.8,"DDA for preferred ion","[M+H]+1","sc003_2",1906908.4898802,7.8,"2","sc003","kps_psychoactive_substances_v2","Multiple matches found"
4257,"Ethylphenidate","C15 H21 N O2","Full match","Not the top hit","Full match",0.56,247.15737,248.16464,4.581,2222086.89943687,4,96.1,9.8,"DDA for preferred ion","[M+H]+1","sc003_2",1906908.4898802,7.8,"2","sc003","kps_pharmaceuticals_oct22","Multiple matches found"
4347,"Ethylphenidate","C15 H21 N O2","Not the top hit","Not the top hit","Full match",0.43,247.15734,248.16461,7.348,2174265.79819398,3,85.5,9.3,"DDA for preferred ion","[M+H]+1","sc003_2",1081346.94155945,5.3,"2","sc003","kps_psychoactive_substances_v2","Multiple matches found"
4347,"Ethylphenidate","C15 H21 N O2","Not the top hit","Not the top hit","Full match",0.43,247.15734,248.16461,7.348,2174265.79819398,3,85.5,9.3,"DDA for preferred ion","[M+H]+1","sc003_2",1081346.94155945,5.3,"2","sc003","kps_pharmaceuticals_oct22","Multiple matches found"
1244,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.46,247.15734,248.16462,10.299,7165337.82437544,3,98.2,92.2,"DDA for preferred ion","[M+H]+1","sc004_1",5185641.67823613,7.3,"1","sc004","kps_psychoactive_substances_v2","Multiple matches found"
1244,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.46,247.15734,248.16462,10.299,7165337.82437544,3,98.2,92.2,"DDA for preferred ion","[M+H]+1","sc004_1",5185641.67823613,7.3,"1","sc004","kps_pharmaceuticals_oct22","Multiple matches found"
1244,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.46,247.15734,248.16462,10.299,7165337.82437544,3,98.2,92.2,"DDA for preferred ion","[M+H]+1","sc004_2",4985474.34526113,5.1,"2","sc004","kps_psychoactive_substances_v2","Multiple matches found"
1244,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.46,247.15734,248.16462,10.299,7165337.82437544,3,98.2,92.2,"DDA for preferred ion","[M+H]+1","sc004_2",4985474.34526113,5.1,"2","sc004","kps_pharmaceuticals_oct22","Multiple matches found"
1576,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.37,247.15732,248.1646,7.731,5833054.37692807,2,88,54.8,"DDA for preferred ion","[M+H]+1","sc004_1",1418601.91967844,7,"1","sc004","kps_psychoactive_substances_v2","Multiple matches found"
1576,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.37,247.15732,248.1646,7.731,5833054.37692807,2,88,54.8,"DDA for preferred ion","[M+H]+1","sc004_1",1418601.91967844,7,"1","sc004","kps_pharmaceuticals_oct22","Multiple matches found"
1576,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.37,247.15732,248.1646,7.731,5833054.37692807,2,88,54.8,"DDA for preferred ion","[M+H]+1","sc004_2",1582975.28379687,5.3,"2","sc004","kps_psychoactive_substances_v2","Multiple matches found"
1576,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.37,247.15732,248.1646,7.731,5833054.37692807,2,88,54.8,"DDA for preferred ion","[M+H]+1","sc004_2",1582975.28379687,5.3,"2","sc004","kps_pharmaceuticals_oct22","Multiple matches found"
3436,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.46,247.15734,248.16462,6.8,2768381.5735331,2,82.4,51.5,"DDA for preferred ion","[M+H]+1","sc004_1",2768381.5735331,6.2,"1","sc004","kps_psychoactive_substances_v2","Multiple matches found"
3436,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.46,247.15734,248.16462,6.8,2768381.5735331,2,82.4,51.5,"DDA for preferred ion","[M+H]+1","sc004_1",2768381.5735331,6.2,"1","sc004","kps_pharmaceuticals_oct22","Multiple matches found"
3436,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.46,247.15734,248.16462,6.8,2768381.5735331,2,82.4,51.5,"DDA for preferred ion","[M+H]+1","sc004_2",2647385.58647333,6.2,"2","sc004","kps_psychoactive_substances_v2","Multiple matches found"
3436,"Ethylphenidate","C15 H21 N O2","Full match","Partial match","Full match",0.46,247.15734,248.16462,6.8,2768381.5735331,2,82.4,51.5,"DDA for preferred ion","[M+H]+1","sc004_2",2647385.58647333,6.2,"2","sc004","kps_pharmaceuticals_oct22","Multiple matches found"
4188,"Ethylphenidate","C15 H21 N O2","Not the top hit","Partial match","Full match",0.41,247.15733,248.16461,7.545,2263924.95570641,2,87.6,54.5,"DDA for preferred ion","[M+H]+1","sc004_1",1258964.16388572,5.9,"1","sc004","kps_psychoactive_substances_v2","Multiple matches found"
4188,"Ethylphenidate","C15 H21 N O2","Not the top hit","Partial match","Full match",0.41,247.15733,248.16461,7.545,2263924.95570641,2,87.6,54.5,"DDA for preferred ion","[M+H]+1","sc004_1",1258964.16388572,5.9,"1","sc004","kps_pharmaceuticals_oct22","Multiple matches found"
4257,"Ethylphenidate","C15 H21 N O2","Full match","Not the top hit","Full match",0.56,247.15737,248.16464,4.581,2222086.89943687,4,96.1,9.8,"DDA for preferred ion","[M+H]+1","sc004_1",2222086.89943687,7.3,"1","sc004","kps_psychoactive_substances_v2","Multiple matches found"
4257,"Ethylphenidate","C15 H21 N O2","Full match","Not the top hit","Full match",0.56,247.15737,248.16464,4.581,2222086.89943687,4,96.1,9.8,"DDA for preferred ion","[M+H]+1","sc004_1",2222086.89943687,7.3,"1","sc004","kps_pharmaceuticals_oct22","Multiple matches found"
4257,"Ethylphenidate","C15 H21 N O2","Full match","Not the top hit","Full match",0.56,247.15737,248.16464,4.581,2222086.89943687,4,96.1,9.8,"DDA for preferred ion","[M+H]+1","sc004_2",2192870.94512843,7.8,"2","sc004","kps_psychoactive_substances_v2","Multiple matches found"
