"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","palapye wwtp surface water","kasane wwtp (main) surface water","kasane wwtp (overflow) surface water","maun wwtp (main) waste water","maun wwtp (overflow) surface water","palapye wwtp (eff) waste water","francistown wwtp surface water","ghanzi wwtp surface water","glen valley (reclamation) surface water","glen valley (recreational) surface water","kasane (recreational) surface water","maun beach (before) surface water","maun beach (after) surface water","lecheng stream surface water","lecheng spring surface water","lotsane dam surface water","kasane (main) surface water","mogobane dam surface water","maru-a-pula surface water"
1118,"Indiplon","C20 H16 N4 O2 S",-3.65,376.09803,377.10529,14.548,"kps_psychoactive_substances_v2",1814506.25222221,3691156.24524926,2886769.93299307,1219796.26245286,NA,1808125.87431064,723572.770877443,NA,7822934.09356505,4828135.73700886,NA,NA,NA,NA,NA,NA,NA,NA,NA
6958,"Indole-3-acrylic acid","C11 H9 N O2",0.21,187.06337,188.07064,7.051,"mz_cloud",NA,NA,NA,NA,904809.047675387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5663,"Indoleacetamide","C10 H10 N2 O",0.42,174.07939,175.08666,12.652,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,1509830.96195808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3123,"Indoleacetamide","C10 H10 N2 O",0.45,174.07939,175.08667,4.572,"kps_pharmaceuticals_oct22",NA,NA,NA,2301533.37111952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,"Iohexol","C19 H26 I3 N3 O9",-0.58,820.87983,821.88712,4.8,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,25090342.0746366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5456,"Ioversol","C18 H24 I3 N3 O9",-1.05,806.86381,807.87109,3.481,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,1467828.00995093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4754,"Iproniazid","C9 H13 N3 O",-2.49,179.10542,376.24419,4.923,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,1655939.46608565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,"Isatin","C8 H5 N O2",0.62,147.03212,148.0394,8.142,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,9922972.32120845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6678,"Isocarboxazid","C12 H13 N3 O2",0.5,231.10089,232.10817,7.517,"kps_pharmaceuticals_oct22",NA,1106038.50048128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369205.941126504,286125.535588415,NA,NA,NA,NA
6419,"Isocarboxazid","C12 H13 N3 O2",0.4,231.10087,232.10814,8.441,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,930217.739064553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4114,"Isoniazid","C6 H7 N3 O",0.73,137.05901,138.06629,1.979,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,1791187.85504314,707644.661402281,NA,NA,2302907.65557374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4264,"Isoniazid","C6 H7 N3 O",0.79,137.05902,138.0663,8.226,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,2216666.25932266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6060,"Isopentenyl diphosphate-ta","C5 H14 O7 P2",-2.14,248.02095,249.02822,1.278,"kps_pharmaceuticals_oct22",NA,NA,670426.580399978,NA,NA,NA,NA,NA,NA,NA,NA,328248.757364559,1328808.6693235,NA,NA,937606.890839184,NA,NA,NA
6420,"Isopentenyl pyrophosphate","C5 H12 O7 P2",-2.41,246.00523,247.01251,1.281,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1263305.01206197,NA,NA,NA,NA,NA,NA
4844,"Isopropyl tetradecanoate","C17 H34 O2",0.31,270.25596,271.26324,23.528,"kps_pharmaceuticals_oct22",1904885.80965424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,"Isoquinoline","C9 H7 N",0.96,129.05797,130.06525,6.412,"kps_pharmaceuticals_oct22",NA,NA,NA,1270325.47899232,NA,NA,NA,NA,811611.492070314,NA,950001.829929026,NA,NA,703734.250890864,NA,NA,780028.788399201,254465.934204916,902175.05369936
4309,"Isosafrole","C10 H10 O2",0.22,162.06812,163.07539,17.313,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1725577.92126674,NA,NA,NA,NA,NA
2112,"Isosafrole","C10 H10 O2",0.31,162.06813,163.07541,13.863,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,3463129.78299888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8505,"Isosafrole","C10 H10 O2",0.35,162.06814,180.10197,5.562,"kps_psychoactive_substances_v2",NA,NA,586023.926277708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9628,"Isovaleric acid","C5 H10 O2",2.01,102.06828,103.07556,7.179,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203574.717574645
9286,"JWH 018 benzimidazole analog","C23 H22 N2 O",-3.83,342.1719,343.17918,15.053,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365618.016220479,NA,NA,NA,NA,NA
155,"JWH 018 benzimidazole analog","C23 H22 N2 O",-3.9,342.17188,343.17916,20.237,"kps_psychoactive_substances_v2",4110067.69830097,3722364.84516542,1764540.03302152,NA,NA,2471953.39312241,37772988.4095117,3656292.88542181,5474686.56951949,2016415.02354292,1847010.96955477,NA,3481417.17210797,NA,NA,141896.168642485,NA,NA,NA
3277,"JWH 018 benzimidazole analog","C23 H22 N2 O",-3.88,342.17189,343.17916,19.282,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437585.461391783,NA,NA
9515,"JWH 020","C26 H27 N O",-0.42,369.20911,392.19838,21.138,"itn_cyp_metabolites",NA,NA,NA,238613.97178594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6348,"JWH 200","C25 H24 N2 O2",-3.77,384.18233,385.18961,19.296,"kps_psychoactive_substances_v2",NA,783905.524105312,NA,NA,NA,NA,NA,812670.672845398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8079,"JWH 200","C25 H24 N2 O2",-3.91,384.18228,385.18955,18.688,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451258.188949511,NA,NA,NA,NA,NA,NA
486,"JWH 200 analog 1","C22 H30 N2 O2",-0.07,354.2307,355.23802,16.808,"kps_psychoactive_substances_v2",NA,3357482.6010674,NA,NA,10431458.9168292,NA,NA,NA,10009239.3752528,14373336.5957021,7358938.44532266,2339898.50932384,4788471.72036289,663492.543586468,NA,NA,9692386.3199862,1532706.72379769,11836381.7391587
9197,"JWH 307 3'-isomer","C26 H24 F N O",-4.64,385.1824,386.18968,1.212,"kps_psychoactive_substances_v2",NA,NA,NA,397320.712529424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2587,"JWH-133","C22 H32 O",0.57,312.24549,313.25277,23.305,"kps_psychoactive_substances_v2",NA,442945.930156102,NA,NA,NA,NA,2764715.26952256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4839,"JWH-198","C26 H26 N2 O3",0.11,414.19439,415.20167,15.647,"kps_psychoactive_substances_v2",1506615.59170611,NA,NA,NA,NA,NA,1388865.31265938,NA,1908304.60792082,1187654.08877191,NA,NA,NA,NA,NA,NA,NA,NA,370247.751010993
7874,"JWH-412-5F. F2201","C24 H21 F2 N O",-1.22,377.15866,378.16594,7.511,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,806206.363669518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8364,"Jasmonic acid","C12 H18 O3",0.2,210.12564,211.13288,10.761,"mz_cloud",NA,635551.019886865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7173,"Kebuzone","C19 H18 N2 O3",-2.1,322.13106,323.13834,19.029,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,486463.936050645,NA,NA,NA,NA,NA,NA,NA,988562.676855029,NA,NA,NA,NA,NA
4041,"Kelatorphan","C14 H18 N2 O5",0.49,294.12172,295.12899,7.782,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,2359824.04171503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9654,"Ketamine","C13 H16 Cl N O",0.48,237.09216,238.09943,10.167,"kps_psychoactive_substances_v2",NA,182929.877837683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6798,"Ketanserin","C22 H22 F N3 O3",1.22,395.165,396.17228,18.557,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,243686.673614223,988324.258631893,NA,NA,NA,1130212.90358004,NA,162630.439452533,194069.633757372,NA,180711.518856357
4865,"Ketoprofen","C16 H14 O3",-0.42,254.09419,255.10146,8.915,"kps_pharmaceuticals_oct22",NA,1889460.60257424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,"Kojic acid","C6 H6 O4",0.67,142.0267,143.03398,8.215,"kps_pharmaceuticals_oct22",3599444.63299628,NA,NA,NA,NA,15680330.0543096,839956.711746905,NA,359532.991314601,NA,858592.874534354,553329.654754785,NA,15237274.9591557,2349376.35308026,NA,NA,NA,NA
9199,"Kynurenic acid","C10 H7 N O3",0.24,189.04264,190.04992,7.805,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396761.634095293
6015,"L-Domoic acid","C15 H21 N O6",0.46,311.13703,312.14431,9.279,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,1344068.59907768,NA,NA,NA,NA,NA,NA,NA,NA,NA
4134,"L-Threoninol","C4 H11 N O2",1.76,105.07916,106.08644,18.553,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436737.142838211,1073575.00415986,NA,NA,NA,NA,177728.355589571
1474,"L-Threoninol","C4 H11 N O2",1.74,105.07916,106.08644,10.282,"kps_pharmaceuticals_oct22",6213334.34664641,NA,NA,853099.376670255,2524652.28122936,4808620.37082093,3626047.66772355,NA,629210.285695762,483734.572635642,NA,NA,NA,NA,NA,NA,NA,NA,NA
4747,"L-Tyrosine","C9 H11 N O3",0.33,181.07395,182.08124,11.916,"kps_pharmaceuticals_oct22",668347.299179251,NA,NA,NA,NA,818406.569680393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2787,"L-Tyrosine","C9 H11 N O3",0.25,181.07394,182.08121,6.62,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,3452223.68759867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3958,"L-Tyrosine","C9 H11 N O3",0.37,181.07396,182.08124,10.568,"kps_pharmaceuticals_oct22",NA,297822.557861688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5434,"L-Tyrosine","C9 H11 N O3",0.34,181.07396,182.08123,17.756,"kps_pharmaceuticals_oct22",NA,NA,766648.422923703,926899.087228487,783224.193112966,NA,NA,NA,795977.7013658,626500.108566057,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,"Lacosamide","C13 H18 N2 O3",0.43,250.13185,251.13913,7.096,"kps_psychoactive_substances_v2",NA,NA,6441147.10316233,1835058.66536903,1725817.21121338,NA,NA,NA,NA,1831888.02660078,NA,NA,770107.657779007,NA,NA,NA,NA,NA,NA
2452,"Lacosamide","C13 H18 N2 O3",4.03,250.13275,251.13911,7.458,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,716854.528397016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6782,"Lactobionic acid","C12 H22 O12",3.26,358.11229,359.11957,18.146,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137601.304997862,NA,367251.590097034,NA,NA,NA
1394,"Lactulose","C12 H22 O11",-0.41,342.11607,365.10527,1.235,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6484083.36194923,NA,NA,NA,NA
7591,"Lactulose","C12 H22 O11",4.65,342.1178,343.12508,19.419,"kps_pharmaceuticals_oct22",NA,NA,NA,897880.200091547,810059.771500064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"Lamivudine","C8 H11 N3 O3 S",0.24,229.05217,230.05948,3.106,"kps_pharmaceuticals_oct22",11225727.5773157,NA,NA,10328364.1985912,36166265.4810261,10465019.3562145,50715140.600239,4764701.50820345,5543713.23529002,8594173.28564447,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,"Lamotrigine","C9 H7 Cl2 N5",0.37,255.00795,256.01522,9.954,"kps_pharmaceuticals_oct22",8066971.66901359,4362864.73195618,NA,6467561.06669622,5812518.10774357,7433088.11469834,4906771.45765507,1195135.50238491,13258078.9150985,6216116.57329414,NA,NA,NA,NA,NA,NA,NA,NA,NA
3503,"Laninamivir","C13 H22 N4 O7",4.89,346.15054,347.15782,11.916,"kps_pharmaceuticals_oct22",1196831.74482214,1104370.57458413,NA,NA,NA,1352919.91429241,2721237.78584055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7283,"Lasalocid","C34 H54 O8",-4.06,590.37947,591.38675,19.744,"itn_kps",NA,985504.242994822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"Laurolactam","C12 H23 N O",0.18,197.178,198.18527,15.899,"mz_cloud",20297442.5313733,16055095.6674835,14095652.8675185,22222777.3316925,22512071.6680028,14059470.9622212,30922351.3315526,11885919.3385084,33122075.6210688,25417938.7066101,46906102.4026894,18872200.5059311,32532574.1739857,14744134.109628,12572537.7584353,30156889.2307727,28682991.5280267,12312209.0562599,49671902.8405396
3355,"Lauryl sulfate","C12 H26 O4 S",2.85,266.15594,267.16322,21.028,"kps_pharmaceuticals_oct22",1859379.30211107,806263.21512349,614482.360516786,1654081.48739783,1112070.28119437,1439236.4378701,1697688.61459609,1026820.55446274,1388867.24265004,1738517.25756302,2512970.87300309,864228.355894404,916142.411159677,1585806.45652695,1199899.78172437,1626368.86885687,1330442.73757288,985656.514339874,2689948.419624
1593,"Lenalidomide","C13 H13 N3 O3",0.48,259.09582,260.10309,12.329,"kps_pharmaceuticals_oct22",NA,NA,NA,5770464.5678924,4217326.06154206,NA,NA,NA,NA,471710.62925368,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,"Lerisetron","C18 H20 N4",-4.19,292.16757,293.17485,15.441,"kps_pharmaceuticals_oct22",3455273.73558243,NA,NA,NA,NA,2641886.87304633,362366.163766488,1095994.10744998,23266799.0682516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1471,"Lerisetron","C18 H20 N4",-3.97,292.16764,315.15687,16.859,"kps_pharmaceuticals_oct22",NA,4897599.73710631,NA,2510266.64957012,NA,NA,NA,NA,NA,3352830.53630217,NA,NA,NA,NA,NA,NA,NA,NA,NA
4414,"Lerisetron","C18 H20 N4",-4.06,292.16761,293.17481,16.535,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2139693.21540345
581,"Lersivirine","C17 H18 N4 O2",-3.89,310.14177,333.13101,11.93,"kps_pharmaceuticals_oct22",2369916.78542774,NA,7062099.25575645,3276897.54513758,4520226.03920778,2357004.60541347,NA,1128867.9650234,NA,NA,NA,NA,NA,NA,1256592.16946322,NA,NA,NA,NA
309,"Lersivirine","C17 H18 N4 O2",-3.89,310.14177,333.13099,14.823,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,21624370.7627035,3503145.9860798,NA,NA,NA,NA,NA,NA,NA,NA,NA
5513,"Lesogaberan","C3 H9 F N O2 P",4.69,141.03615,142.04343,3.04,"kps_pharmaceuticals_oct22",979741.757354752,NA,NA,NA,NA,NA,NA,NA,1464954.53244992,896431.762310693,NA,NA,NA,NA,NA,NA,NA,NA,NA
3991,"Letrozole","C17 H11 N5",-4.34,285.10021,286.1075,10.156,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,2390268.01059044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5968,"Levobunolol","C17 H25 N O3",0.32,291.18354,292.19081,9.501,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433034.459945049,NA,NA,NA
84,"Levobunolol","C17 H25 N O3",0.39,291.18356,292.19084,6.319,"kps_pharmaceuticals_oct22",NA,3636934.67968572,61213376.209501,NA,NA,NA,NA,NA,NA,5371453.94617549,NA,NA,NA,NA,NA,NA,NA,NA,NA
8960,"Levomequitazine","C20 H22 N2 S",1.03,322.1507,323.15798,8.572,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451421.833882542,NA,NA,NA,NA,NA,NA
210,"Levorphanol","C17 H23 N O",0.35,257.17805,258.18533,9.551,"kps_psychoactive_substances_v2",29039623.471358,793788.438389054,NA,NA,NA,22611190.8981905,12810319.7731316,NA,15825946.4397488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5549,"Lexiscan","C15 H18 N8 O5",0.91,390.14037,391.14765,10.479,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,1577279.9894192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2888,"Lidocaine","C14 H22 N2 O",0.54,234.17334,235.18062,7.977,"kps_pharmaceuticals_oct22",3318354.47388349,777748.783004216,NA,NA,NA,2433566.01851041,1781623.36099193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3904,"Lifibrol","C21 H26 O4",0.36,342.18323,343.19051,14.278,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2439531.86948593,NA,NA,NA,NA,NA,NA
1819,"Linagliptin","C25 H28 N8 O2",-2.85,472.23218,473.23945,11.375,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,4981464.32675469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8163,"Lincomycin_BTM01063","C18 H34 N2 O7 S",3.97,422.21035,423.21763,17.458,"itn_cyp_metabolites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713574.794144812,NA,355517.957225966
6812,"Linezolid","C16 H20 F N3 O4",0.36,337.14391,338.15117,10.954,"itn_kps",NA,NA,NA,NA,NA,NA,1126424.72306845,279858.973429661,676220.421403369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,"Linezolid_BTM03659","C16 H20 F N3 O5",-3.15,353.13759,354.14486,9.029,"itn_cyp_metabolites",3968519.20980744,NA,NA,NA,NA,1716143.69058381,6114891.61108806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3221,"Linezolid_BTM03659","C16 H20 F N3 O5",-3.26,353.13755,354.14482,9.404,"itn_cyp_metabolites",NA,NA,NA,NA,NA,NA,NA,NA,805519.479381415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6952,"Linoleic acid","C18 H32 O2",0.4,280.24034,281.24762,19.185,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505097.709543017,NA,NA,NA,NA,NA,NA,NA,NA
1984,"Linoleic acid-biotin","C28 H48 N4 O3 S",0.82,520.34514,521.35241,22.562,"mz_cloud",4793413.7727584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6920,"Liquiritigenin","C15 H12 O4",0.22,256.07362,257.08089,16.759,"itn_cyp_metabolites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282964.98000091,NA,315391.72868476,NA,NA,NA,NA,NA
3775,"Lisdexamfetamine","C15 H25 N3 O",0.35,263.19985,264.20713,9.755,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,1191189.19938155,2399833.89475446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9632,"Lobucavir","C11 H15 N5 O3",0.43,265.1176,266.12483,6.096,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,180505.335937765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,"Lopinavir","C37 H48 N4 O5",-0.2,628.36235,651.35156,18.876,"kps_pharmaceuticals_oct22",12368707.7184168,5027681.05079314,NA,1622306.28138202,1277764.77031899,9238211.82987529,1835808.81562455,1864522.23131173,19244972.1204715,7777785.44449392,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,"Lortalamine","C15 H17 Cl N2 O2",0.66,292.09805,293.10533,14.142,"kps_pharmaceuticals_oct22",21337716.6399603,NA,NA,NA,NA,15135632.2228026,9882712.00096865,NA,3947128.35955164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3284,"Lovastatin","C24 H36 O5",0.05,404.25629,405.26355,15.036,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2592502.50426959,NA,NA,NA,NA
1028,"Loxapine","C18 H18 Cl N3 O",0.98,327.11416,328.12146,7.091,"kps_pharmaceuticals_oct22",NA,NA,NA,6575875.65071752,8487279.79425094,NA,NA,NA,NA,1714679.16693205,NA,NA,NA,NA,NA,NA,NA,NA,NA
3294,"Loxoprofen","C15 H18 O3",0.44,246.1257,247.13297,14.591,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1238453.77506893,NA,NA,NA,NA
1247,"Loxoprofen","C15 H18 O3",0.44,246.1257,247.13298,15.898,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,1154155.32281523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1084,"Loxoprofen","C15 H18 O3",0.51,246.12572,247.133,14.362,"kps_pharmaceuticals_oct22",NA,NA,7349532.34291252,7002099.79849519,3524882.81961957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8678,"Loxtidine","C19 H29 N5 O2",-3.33,359.23093,360.23821,14.673,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406657.315978521,NA,NA,NA,NA,NA,NA,NA,NA
8807,"Lucanthone","C20 H24 N2 O S",-2.98,340.15992,341.1672,22.084,"kps_pharmaceuticals_oct22",366809.816013111,NA,161699.315488432,NA,NA,NA,NA,NA,147328.686197335,316641.722319497,NA,121487.748888762,NA,NA,NA,NA,156436.037638788,NA,NA
7507,"Lumiflavine","C13 H12 N4 O2",0.36,256.09612,257.10339,10.538,"kps_pharmaceuticals_oct22",NA,446727.913558802,NA,NA,NA,NA,NA,NA,NA,416210.419416201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8794,"Lumiflavine","C13 H12 N4 O2",0.3,256.0961,257.10338,14.879,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,526177.462455163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5816,"Luseogliflozin","C23 H30 O6 S",0.37,434.17647,435.18375,8.534,"kps_pharmaceuticals_oct22",1195785.8972656,NA,NA,NA,NA,1127734.85081777,1136614.73289353,NA,712946.866977482,731421.179332249,391621.815592212,NA,NA,NA,NA,NA,NA,NA,519937.880504828
4849,"Lymecycline","C29 H38 N4 O10",-2.45,602.25732,625.24652,17.034,"itn_kps",1903511.9656616,NA,NA,NA,NA,1131508.5814314,NA,NA,NA,NA,NA,NA,NA,406410.456062211,NA,NA,508938.390123378,NA,NA
7735,"Lynestrenol","C20 H28 O",0.44,284.21414,285.22142,21.056,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,853199.734062616,NA,NA,NA
4549,"Lynestrenol","C20 H28 O",0.4,284.21413,285.2214,22.065,"kps_pharmaceuticals_oct22",NA,NA,NA,480408.286419502,NA,NA,2074254.27038429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6516,"Lysergic acid","C16 H16 N2 O2",0.5,268.12131,269.12859,10.928,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,907516.849763298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,"MDMA","C11 H15 N O2",0.24,193.11033,194.1176,10.535,"kps_psychoactive_substances_v2",5840216.67671077,NA,NA,NA,NA,3777256.22577337,16038808.7509156,NA,2500614.34101962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,"MDMA","C11 H15 N O2",0.24,193.11033,194.1176,8.446,"kps_psychoactive_substances_v2",NA,NA,605568.584250024,31308889.2932585,19472391.6088,NA,NA,NA,NA,5425742.13370168,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,"MDMA","C11 H15 N O2",0.2,193.11032,194.11759,5.758,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014683.28191858,NA,NA
7014,"Maculosin","C14 H16 N2 O3",-2.3,260.11549,261.12277,16.311,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430857.953913747,NA,NA,NA,NA,NA
1926,"Maculosin","C14 H16 N2 O3",0.28,260.11617,261.12344,8.817,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,2048226.68963538,3016396.02997496,NA,4835831.94377459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
808,"Maculosin","C14 H16 N2 O3",0.38,260.11619,261.12347,9.637,"kps_pharmaceuticals_oct22",609014.40404921,NA,2025659.05798868,10513235.6853729,6290488.46927814,NA,NA,1092463.47341286,NA,2879517.8254502,NA,NA,NA,NA,NA,NA,NA,NA,NA
4495,"Maculosin","C14 H16 N2 O3",0.34,260.11618,261.12346,5.667,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642505.512071724
5336,"Malachite green","C23 H24 N2",-3.65,328.19275,329.20003,19.396,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1675067.65532417,NA,NA,NA,NA,NA,NA,NA,274175.570714247
4532,"Manidipine","C35 H38 N4 O6",-0.29,610.27896,611.28624,19.374,"kps_pharmaceuticals_oct22",287804.539286602,NA,NA,NA,516386.393713521,NA,NA,NA,236401.515529954,2081455.44155366,NA,NA,NA,NA,643728.791782957,NA,NA,NA,144643.602365236
