"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","lysimeter_control_op_260122","thailand_sample_8","landfill_eg_0_3y","landfill_eg_3_10y","landfill_eg_y104","landfill_op_y104","lysimeter_control_eg_171221","lysimeter_control_eg_250122","lysimeter_control_op_171221","lysimeter_eg_03y_171221","lysimeter_eg_03y_250122","lysimeter_eg_0_3y_14062022","lysimeter_op_10y_140622","lysimeter_op_10y_171222","lysimeter_control_op_140622","lysimeter_eg_3_10y_171221","lysimeter_op_0_3y_171221","thailand_sample_7","crh_fst1","crh_fst5","crh_inlet","lysimeter_eg3_104_140622","lysimeter_eg3_104_250122_20221003231510","lysimeter_op3_104_140622","crh_fst2","crh_fst3","crh_fst4","lysimeter_control_eg_140622","lysimeter_eg104_140622","lysimeter_eg3_104_250122","lysimeter_eg_104_171221","lysimeter_op0_34_140622","lysimeter_op_0_3y_250122","lysimeter_op_3_10y_171221","lysimeter_op_3_10y_250122","lysimeter_op_7104_250122","thailand_sample_1","thailand_sample_2","thailand_sample_3","thailand_sample_5","thailand_sample_6","thailand_sample_4"
1476,"Nootkatone","C15 H22 O",0.4,218.16715,219.17443,16.228,"mz_cloud",NA,NA,NA,NA,NA,NA,4429829.18405499,NA,2972007.28908701,NA,NA,NA,NA,NA,NA,NA,3079589.85505004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2526842.56336093,NA,NA,NA,NA,NA,NA,NA,NA
4753,"Nootkatone","C15 H22 O",0.42,218.16716,219.17443,17.063,"mz_cloud",NA,1095178.93591237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1123637.09378009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4163,"Norethindrone","C20 H26 O2",0.44,298.19341,299.20069,18.092,"kps_pharmaceuticals_oct22",NA,493778.393871174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1064013.38215303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271059.165884462,NA,1285731.46553152,NA,325684.376149532,NA
6848,"Norfludiazepam","C15 H10 Cl F N2 O",-2.39,288.04588,289.05316,1.372,"mz_cloud",NA,NA,NA,NA,NA,NA,501492.328495148,NA,NA,NA,NA,169175.568490232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7527,"Norfludiazepam","C15 H10 Cl F N2 O",0.76,288.04679,289.05407,15.13,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,208124.48355249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4494,"Norharman","C11 H8 N2",0.09,168.06876,169.07604,15.328,"mz_cloud",NA,766967.651212695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1210554.68982466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6217,"Normethandrone","C19 H28 O2",0.88,288.20918,289.21646,15.08,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,667716.671081292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4628,"Noroxymorphone","C16 H17 N O4",0.97,287.11604,288.12331,6.807,"mz_cloud",NA,NA,NA,1162579.19154433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3663,"O-Arachidonoyl ethanolamine","C22 H37 N O2",-0.02,347.28242,348.2897,15.542,"mz_cloud",NA,NA,NA,475462.112931059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3745,"O-Arachidonoyl ethanolamine","C22 H37 N O2",0.06,347.28245,348.28973,17.024,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426923.981386038,NA
6514,"O-acetylsalicylhydroxamicacid","C9 H9 N O4",0.25,195.05321,196.06048,4.355,"kps_pharmaceuticals_oct22",NA,NA,173188.721497643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"O-acetylsalicylhydroxamicacid","C9 H9 N O4",0.1,195.05318,196.06045,1.35,"kps_pharmaceuticals_oct22",477154.1645179,NA,NA,NA,NA,1979890.16354317,1470196.48704682,NA,NA,NA,NA,NA,NA,1382917.53254208,NA,665933.650253555,NA,NA,NA,NA,NA,171586.114437827,217130.058046869,NA,NA,NA,NA,268266.490993941,NA,282404.349692013,312897.520562605,NA,NA,1830414.92450408,NA,221361.848640386,NA,NA,NA,NA,NA,NA
3146,"O-acetylsalicylhydroxamicacid","C9 H9 N O4",0.05,195.05317,196.06043,7.681,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147253.167426156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,"O-acetylsalicylhydroxamicacid","C9 H9 N O4",0.13,195.05318,196.06046,6.466,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904477.474572774,NA
184,"O-acetylsalicylhydroxamicacid","C9 H9 N O4",0.05,195.05317,196.06044,6.264,"kps_pharmaceuticals_oct22",NA,31986915.4944122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32283048.8912371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5504,"O-succinylbenzoate","C11 H10 O5",0.56,222.05295,223.06021,8.749,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,348415.992151343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
810,"Ocinaplon","C17 H11 N5 O",-4.06,301.09514,302.10242,8.151,"kps_pharmaceuticals_oct22",NA,7801344.62590094,NA,273282.640886284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7931101.28203741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6374,"Odiparcil","C15 H16 O6 S",2.37,324.06753,325.0748,14.338,"kps_pharmaceuticals_oct22",NA,629009.307032296,NA,281251.504135073,NA,NA,111958.213417721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598090.306124221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193577.02945928,NA,NA,NA,NA,NA,NA,NA,NA,NA
5239,"Ohmefentanyl","C23 H30 N2 O2",-0.16,366.23067,367.23795,13.206,"kps_psychoactive_substances_v2",795790.870803313,530655.728544564,729286.109088165,NA,738250.231746926,683701.467668327,786304.457828608,705410.999547483,685144.256670153,627949.578140666,765749.032599726,856415.514651835,739396.976418504,796414.13662639,829737.054651331,745828.216782946,734367.568054227,NA,856279.298681143,845328.832961418,853514.593825285,856028.221788952,791630.883803832,804385.509235816,830425.364171314,834667.367196001,915342.612928207,811880.039641006,826896.360240559,775844.125275627,777034.008401456,794069.70372615,784904.006069278,680174.387535718,842196.377581108,827267.821858233,821549.249299749,859063.941777276,793520.837611634,828406.151365815,772640.382448292,831824.623592646
3009,"Oleic acid","C18 H34 O2",0.72,282.25608,283.26336,22.012,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,869158.137569971,NA,NA,NA,756515.062648474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467347.426276627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5628,"Oleoyl ethanolamide","C20 H39 N O2",0.04,325.29809,343.33188,19.225,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,836593.456401438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5090,"Olodaterol","C21 H26 N2 O5",2.46,386.18512,773.3775,12.196,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,998076.08091273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6114,"Olodaterol","C21 H26 N2 O5",-0.09,386.18414,387.19141,9.329,"kps_pharmaceuticals_oct22",NA,631814.619978152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1478,"Olomoucine","C15 H18 N6 O",1.48,298.15465,299.16193,17.779,"kps_pharmaceuticals_oct22",NA,NA,1181780.58984003,265522.174544066,2467890.30161229,1463493.04800994,NA,1116799.80755766,751390.354284196,4422680.07605023,1399455.39569545,NA,704835.205970316,1665525.05925807,742493.934658738,NA,1221282.20884289,NA,NA,NA,NA,NA,NA,1620738.72773895,NA,NA,NA,NA,1004909.76214101,NA,806914.37806632,NA,NA,837686.934110625,NA,NA,941762.979776674,1303752.48175348,NA,NA,NA,NA
6775,"Olomoucine","C15 H18 N6 O",-4.24,298.15295,299.16022,9.929,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,200222.867256952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3876,"Olomoucineii","C19 H26 N6 O2",0.07,370.21175,371.21897,15.304,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,1491939.0687519,NA,113761.394502515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,"Olomoucineii","C19 H26 N6 O2",-3.81,370.21031,371.21759,2.832,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5992910.80240386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3779,"Oseltamivir","C16 H28 N2 O4",0.47,312.20506,313.21235,15.58,"kps_pharmaceuticals_oct22",NA,NA,1542263.5380119,1038861.90496531,289532.991606552,203999.191395583,406944.52816561,NA,120924.578255636,835604.632684789,NA,NA,NA,NA,NA,161078.810992729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6002,"Oseltamivir acid","C14 H24 N2 O4",1.05,284.17391,285.18118,9.775,"kps_pharmaceuticals_oct22",NA,NA,NA,724998.988385972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7137,"Oseltamivir acid","C14 H24 N2 O4",0.29,284.17369,285.18096,8.147,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,425779.317046514,NA,NA,NA,NA,311562.471323083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394610.113591536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3678,"Oxabolone","C18 H26 O3",-4.18,290.18698,313.17596,8.512,"kps_psychoactive_substances_v2",NA,NA,NA,1592357.30918988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5563,"Oxandrolone","C19 H30 O3",0.33,306.21959,307.22687,19.065,"kps_psychoactive_substances_v2",NA,NA,852241.581498004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3583,"Oxandrolone","C19 H30 O3",0.3,306.21959,307.22696,16.087,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1653365.12704653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7210,"Oxandrolone","C19 H30 O3",0.18,306.21955,307.22683,20.303,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296083.907115591,327256.740449867,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,"Oxatomide","C27 H30 N4 O",-2.8,426.24077,427.24804,13.667,"kps_pharmaceuticals_oct22",NA,NA,NA,10420883.5557821,NA,NA,NA,NA,NA,618873.129880069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6125,"Oxeladin","C20 H33 N O3",0.35,335.24616,336.25344,15.584,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,689976.62587386,260928.527305466,184718.337552395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4772,"Oxepanone","C6 H10 O2",1.21,114.06822,115.07549,17.538,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1114347.2917283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5713,"Oxibendazole","C12 H15 N3 O3",0.6,249.11149,250.11875,8.109,"kps_pharmaceuticals_oct22",NA,NA,669769.640908614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5935,"Oxibendazole","C12 H15 N3 O3",0.49,249.11146,250.11874,7.963,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,717833.741278629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2581,"Oxohongdenafil","C25 H32 N6 O4",-2.19,480.24745,481.25473,15.148,"mz_cloud",NA,NA,NA,2456235.91413886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5104,"Oxolinic acid","C13 H11 N O5",0.59,261.06388,262.07115,10.185,"kps_pharmaceuticals_oct22",NA,992755.824534883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5742,"Oxycodone","C18 H21 N O4",-1.18,315.14669,316.15396,11.277,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614451.830937603,NA,NA,NA,NA,NA,NA,NA,NA
1837,"Oxymesterone","C20 H30 O3",0.22,318.21956,319.22684,17.352,"kps_psychoactive_substances_v2",NA,NA,NA,3536448.51764429,NA,NA,NA,NA,333250.652069602,NA,NA,NA,NA,NA,NA,NA,539570.237073402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,"Oxymesterone","C20 H30 O3",0.17,318.21955,319.22683,18.604,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,6110149.45627193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4032,"Oxymesterone","C20 H30 O3",0.1,318.21953,319.2268,18.967,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418347.84106835,NA,226127.382533049,NA
2643,"Oxymorphone","C17 H19 N O4",0.46,301.13155,302.13882,8.467,"kps_psychoactive_substances_v2",NA,NA,NA,2388275.73442909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4585,"Oxymorphone","C17 H19 N O4",0.41,301.13153,302.13882,5.535,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,193440.480174644,NA,246757.276861027,NA,NA,NA,NA,NA,NA,NA,230216.289992108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2855,"Oxyphencyclimine","C20 H28 N2 O3",0,344.20999,345.21727,12.016,"kps_pharmaceuticals_oct22",353982.364904637,NA,345552.796207868,NA,NA,NA,950899.741723953,322218.808388183,150958.391741434,2176565.09605196,913356.562183938,NA,NA,449591.319906831,NA,390566.463277986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208238.234278851,NA,141503.03651483,NA,NA,NA,115177.215535058,NA,131886.19556533,NA,NA,NA,NA,NA,NA
486,"Ozagrel","C13 H12 N2 O2",0.45,228.08998,229.09725,7.315,"kps_pharmaceuticals_oct22",NA,12160619.8963464,NA,1260172.96003638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12804569.8959006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134316.366203698,NA,NA,NA,NA,NA,NA,NA,NA,NA
5508,"Ozagrel","C13 H12 N2 O2",0.54,228.09,229.09728,8.772,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,867643.892212275,NA,107985.145703081,NA,NA,NA,NA,NA,NA,NA,254484.646325625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7576,"Ozagrel","C13 H12 N2 O2",0.41,228.08997,229.09725,13.877,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,154219.535980276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2770,"PEG Monolaurate n5","C22 H44 O7",0.05,420.30873,443.29791,20.629,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,2262743.96538935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4487,"PEG Monolaurate n6","C24 H48 O8",0.09,464.33496,487.32416,20.653,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,1214946.22008167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3027,"PEG n10","C20 H42 O11",-0.11,458.27266,459.27995,12.828,"mz_cloud",257721.364906656,NA,NA,NA,608874.94683273,NA,NA,334868.950063877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345019.44221278,1792504.55403759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5962,"PEG n10","C20 H42 O11",-0.02,458.2727,459.28005,14.994,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,247349.443918623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4116,"PEG n11","C22 H46 O12",0.1,502.29898,503.30627,12.826,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193501.865466383,1376133.56069521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278649.961110586,1227890.46656181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1417,"PEG n11","C22 H46 O12",0.05,502.29895,520.33282,15.175,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167746.119927708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5353,"PEG n12","C24 H50 O13",0.2,546.32525,547.3326,12.826,"mz_cloud",NA,NA,NA,NA,433385.669139382,NA,NA,NA,NA,NA,NA,132816.674679836,NA,NA,NA,NA,NA,NA,NA,NA,NA,442244.188683547,NA,798597.034121186,NA,NA,NA,313329.599449448,910841.011951591,749884.131259752,NA,660028.84259266,766377.950084477,NA,NA,NA,NA,NA,NA,NA,NA,NA
4702,"PEG n13","C26 H54 O14",0.01,590.35136,608.38535,10.261,"mz_cloud",515279.479684946,NA,NA,NA,732958.06621388,NA,NA,NA,950669.906239669,NA,NA,353334.319560205,NA,NA,NA,NA,420173.841682443,NA,NA,NA,NA,777266.275061359,408872.657170883,757784.200460282,NA,NA,NA,NA,1065324.95234553,1139700.26466571,NA,1048327.43347324,916347.163953184,NA,NA,NA,NA,NA,NA,NA,NA,NA
5219,"PEG n13","C26 H54 O14",0.22,590.35149,591.35883,12.826,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432975.867864493,NA,631984.613614126,NA,369055.867366673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422127.714173456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"PEG n14","C28 H58 O15",-0.37,634.37734,652.41114,11.563,"mz_cloud",637537470.853546,2096970.38929922,NA,968792.203232717,827450810.287363,295719967.381624,703423.97122449,814559561.854766,925403305.94471,528368.23946647,653247331.30839,504716988.188054,927959316.872441,117051364.550942,804602775.967026,413434.038038143,587281928.690903,NA,NA,NA,597369.763817945,896511133.508827,595341231.705357,894646462.700989,NA,NA,NA,896474007.329731,1054169955.82185,1106472629.85329,NA,1024846405.42623,1021423570.41281,687620183.543926,NA,NA,2614325.09187742,7222655.47200758,35521561.3627172,537600.210011397,1604718.00520501,255269.121082016
7,"PEG n15","C30 H62 O16",-0.73,678.40329,696.43709,11.862,"mz_cloud",254428043.775893,NA,NA,496774.790060037,348051337.576163,122733332.955963,307312.699012121,341680075.953734,424876260.967669,NA,279907103.188567,186798250.792653,389468850.698302,44379432.4514619,307116202.972714,NA,230575597.839548,NA,NA,NA,345468.486164215,358919927.632145,NA,395076367.966053,NA,NA,NA,354294939.326957,423545127.867507,447715436.856727,NA,491468600.340731,426510560.867441,NA,NA,NA,846207.588064032,2440811.23863612,NA,205199.068186323,545468.267415699,NA
29,"PEG n16","C32 H66 O17",-0.6,722.42956,740.46338,12.141,"mz_cloud",84425933.2695595,NA,NA,NA,120435047.569469,NA,NA,111602248.371841,NA,NA,87751711.3971915,60301123.9038058,136622640.513449,NA,100237060.671952,NA,77222140.1658196,NA,NA,NA,NA,120588187.367737,69669148.23918,133439918.848776,NA,NA,NA,112285148.338687,140344053.479926,161678406.333619,NA,NA,130478414.051154,98646531.549093,NA,NA,264468.516984338,730300.364147648,NA,NA,192764.202973693,NA
69,"PEG n5","C10 H22 O6",0.54,238.14177,239.14904,8.34,"mz_cloud",38524200.2844806,NA,NA,NA,59285892.6562507,24748053.9451521,NA,60609062.5501856,70280304.3319006,NA,48473956.8850488,33273411.3331407,62665175.2633604,10601198.3751403,44706963.5677906,NA,38104927.1512614,NA,NA,NA,NA,56396712.6241981,34702066.5028504,59158283.61357,NA,NA,NA,49164240.1935724,59720531.6859439,66869753.5843292,NA,70445609.9158576,69362521.5315261,47129707.0041175,NA,NA,473792.731236411,1082484.70746191,4383608.62594942,NA,268950.85517154,NA
38,"PEG n6","C12 H26 O7",0.58,282.16802,283.17529,8.982,"mz_cloud",66422355.0752835,NA,NA,NA,101588279.541231,41088666.7369103,NA,99883237.433598,122883998.650317,NA,82962668.5305836,56499486.7620536,108916620.177322,18315615.0133884,75267813.3525181,NA,63790466.3582031,NA,NA,NA,NA,99972933.3019107,60382015.3333307,103638042.109571,NA,NA,NA,84112212.2162318,107653790.169833,120899126.104253,NA,122961147.194059,118344484.975651,78505610.1216774,NA,NA,786354.899381295,1806793.58142572,7131447.14485395,NA,472351.045961607,NA
