"","name","formula","category","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","mass_list_match_efs_hram_compound_database","mass_list_match_antibiotics_itn_msca_answer_160616_w_dtxsi_ds","psychoactive_substances","pharmaceuticals_oct22","mass_list_match_itn_kps","mass_list_match_clews_list","ms2","reference_ion","count_2","sample","intensity"
"3752","Dihydralazine","C8 H10 N6","Pharmaceuticals","Full match","Partial match","Full match",1.26,190.096933333333,191.104186666667,12.1776666666667,5562410.42127916,10,70.5333333333333,66.7,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_015",515248.868767972
"3753","Dihydralazine","C8 H10 N6","Pharmaceuticals","Full match","Partial match","Full match",1.26,190.096933333333,191.104186666667,12.1776666666667,5562410.42127916,10,70.5333333333333,66.7,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_018",124466.34878998
"3754","Dihydralazine","C8 H10 N6","Pharmaceuticals","Full match","Partial match","Full match",1.26,190.096933333333,191.104186666667,12.1776666666667,5562410.42127916,10,70.5333333333333,66.7,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_020",2300690.76174496
"3755","Dihydroergocriptine","C32 H43 N5 O5","Pharmaceuticals","No match","Invalid mass","Full match",-4.3075,577.3239325,578.33121,12.38875,1707736.05334966,12,94.8,9.75,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_001",152778.109499442
"3756","Dihydroergocriptine","C32 H43 N5 O5","Pharmaceuticals","No match","Invalid mass","Full match",-4.3075,577.3239325,578.33121,12.38875,1707736.05334966,12,94.8,9.75,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_005",693284.56199459
"3757","Dihydroergocriptine","C32 H43 N5 O5","Pharmaceuticals","No match","Invalid mass","Full match",-4.3075,577.3239325,578.33121,12.38875,1707736.05334966,12,94.8,9.75,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_012",157320.880579772
"3758","Dihydroergocriptine","C32 H43 N5 O5","Pharmaceuticals","No match","Invalid mass","Full match",-4.3075,577.3239325,578.33121,12.38875,1707736.05334966,12,94.8,9.75,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_013",388739.346534117
"3759","Dihydroergocriptine","C32 H43 N5 O5","Pharmaceuticals","No match","Invalid mass","Full match",-4.3075,577.3239325,578.33121,12.38875,1707736.05334966,12,94.8,9.75,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_016",137398.611226367
"3760","Dihydrokainic acid","C10 H17 N O4","Natural products","Full match","Invalid mass","Full match",-0.1775,215.1157175,274.15866,5.8145,4252216.62903854,3,52.8,41.4,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",5,"sc_007",146848.429302884
"3761","Dihydrokainic acid","C10 H17 N O4","Natural products","Full match","Invalid mass","Full match",-0.1775,215.1157175,274.15866,5.8145,4252216.62903854,3,52.8,41.4,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",5,"sc_009",5542344.97244402
"3762","Dihydrokainic acid","C10 H17 N O4","Natural products","Full match","Invalid mass","Full match",-0.1775,215.1157175,274.15866,5.8145,4252216.62903854,3,52.8,41.4,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",5,"sc_010",631309.19002132
"3763","Dihydrokainic acid","C10 H17 N O4","Natural products","Full match","Invalid mass","Full match",-0.1775,215.1157175,274.15866,5.8145,4252216.62903854,3,52.8,41.4,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",5,"sc_023",1132602.55902081
"3764","Dihydrolipoamide","C8 H17 N O S2","Pharmaceuticals","Not the top hit","Invalid mass","Full match",2.27,207.075625,208.0829,7.8835,270804.95232202,4,83.35,9.15,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_003",122679.42947275
"3765","Dihydrolipoamide","C8 H17 N O S2","Pharmaceuticals","Not the top hit","Invalid mass","Full match",2.27,207.075625,208.0829,7.8835,270804.95232202,4,83.35,9.15,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_007",213003.573320255
"3766","Dihydrolipoamide","C8 H17 N O S2","Pharmaceuticals","Not the top hit","Invalid mass","Full match",2.27,207.075625,208.0829,7.8835,270804.95232202,4,83.35,9.15,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_008",117000.598817172
"3767","Dihydrolipoamide","C8 H17 N O S2","Pharmaceuticals","Not the top hit","Invalid mass","Full match",2.27,207.075625,208.0829,7.8835,270804.95232202,4,83.35,9.15,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_015",111031.832896257
"3768","Dihydrolipoamide","C8 H17 N O S2","Pharmaceuticals","Not the top hit","Invalid mass","Full match",2.27,207.075625,208.0829,7.8835,270804.95232202,4,83.35,9.15,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_020",296580.92047533
"3769","Dihydrotachysterol","C28 H46 O","Pharmaceuticals","Not the top hit","No results","Full match",0.27,398.35497,399.36221,23.648,2474254.4161038,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",1,"sc_011",2327533.06842782
"3770","Dihydrotestosterone benzoate","C26 H34 O3","Psychoactives","No match","Invalid mass","Full match",0.59,394.25103,395.25831,19.972,3774831.49250686,2,92.2,9.6,"No matches found","No matches found","Single match found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_010",69397.252328317
"3771","Diisopropyl fluorophosphate","C6 H14 F O3 P","Pharmaceuticals","Not the top hit","Invalid mass","Full match",3.54,184.06711,185.07439,6.785,158794.996729362,4,81.2,9.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_009",84992.7775992371
"3772","Diketo-Metribuzin","C7 H12 N4 O2","Pesticides","Full match","Full match","No results",0.27,184.09608,185.10335,7.066,1302055.93893047,4,68.4,8.4,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_004",56566.2095968797
"3773","Diketo-Metribuzin","C7 H12 N4 O2","Pesticides","Full match","Full match","No results",0.27,184.09608,185.10335,7.066,1302055.93893047,4,68.4,8.4,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_007",434904.352352825
"3774","Diketo-Metribuzin","C7 H12 N4 O2","Pesticides","Full match","Full match","No results",0.27,184.09608,185.10335,7.066,1302055.93893047,4,68.4,8.4,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_020",1190022.48354036
"3775","Dimenoxadol","C20 H25 N O3","Psychoactives","Not the top hit","Not the top hit","Full match",0.09,327.183475,328.19076,16.6845,346569.846926652,11,82.05,26.75,"No matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_002",567607.415247039
"3776","Dimenoxadol","C20 H25 N O3","Psychoactives","Not the top hit","Not the top hit","Full match",0.09,327.183475,328.19076,16.6845,346569.846926652,11,82.05,26.75,"No matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_005",86844.2564480293
"3777","Dimethachlor OXA","C13 H17 N O4","Pesticides","Full match","Not the top hit","No results",0.38,251.11585,252.12314,7.889,2315304.91760585,6,71.3,8.6,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_014",1964454.22979726
"3778","Dimethirimol","C11 H19 N3 O","Pesticides","Full match","Not the top hit","Full match",-0.05,209.1528,210.16008,9.456,818565.350491982,2,86.2,70.3,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_003",770305.46137108
"3779","Dimethirimol","C11 H19 N3 O","Pesticides","Full match","Not the top hit","Full match",-0.05,209.1528,210.16008,9.456,818565.350491982,2,86.2,70.3,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_008",586205.651929618
"3780","Dimethirimol","C11 H19 N3 O","Pesticides","Full match","Not the top hit","Full match",-0.05,209.1528,210.16008,9.456,818565.350491982,2,86.2,70.3,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_016",138581.563990564
"3781","Dimethirimol","C11 H19 N3 O","Pesticides","Full match","Not the top hit","Full match",-0.05,209.1528,210.16008,9.456,818565.350491982,2,86.2,70.3,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_020",133275.249265349
"3782","Dimethomorph","C21 H22 Cl N O4","Pesticides","No match","Not the top hit","Full match",4.07,387.12531,388.13259,10.397,362117.649615721,3,49.3,7.5,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_007",332490.527625374
"3783","Dimethoxybenzidine","C14 H16 N2 O2","Pharmaceuticals","Not the top hit","Partial match","Full match",0.484545454545455,244.121296363636,245.12858,13.2938181818182,4710884.94162787,49,75.2636363636364,43.6909090909091,"Multiple matches found","No matches found","No matches found","Single match found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",41,"sc_002",2528834.34389834
"3784","Dimethoxybenzidine","C14 H16 N2 O2","Pharmaceuticals","Not the top hit","Partial match","Full match",0.484545454545455,244.121296363636,245.12858,13.2938181818182,4710884.94162787,49,75.2636363636364,43.6909090909091,"Multiple matches found","No matches found","No matches found","Single match found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",41,"sc_003",867330.325035649
"3785","Dimethoxybenzidine","C14 H16 N2 O2","Pharmaceuticals","Not the top hit","Partial match","Full match",0.484545454545455,244.121296363636,245.12858,13.2938181818182,4710884.94162787,49,75.2636363636364,43.6909090909091,"Multiple matches found","No matches found","No matches found","Single match found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",41,"sc_004",181547.100965157
"3786","Dimethoxybenzidine","C14 H16 N2 O2","Pharmaceuticals","Not the top hit","Partial match","Full match",0.484545454545455,244.121296363636,245.12858,13.2938181818182,4710884.94162787,49,75.2636363636364,43.6909090909091,"Multiple matches found","No matches found","No matches found","Single match found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",41,"sc_005",370780.736233086
"3787","Dimethoxybenzidine","C14 H16 N2 O2","Pharmaceuticals","Not the top hit","Partial match","Full match",0.484545454545455,244.121296363636,245.12858,13.2938181818182,4710884.94162787,49,75.2636363636364,43.6909090909091,"Multiple matches found","No matches found","No matches found","Single match found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",41,"sc_007",7923208.53247201
"3788","Dimethoxybenzidine","C14 H16 N2 O2","Pharmaceuticals","Not the top hit","Partial match","Full match",0.484545454545455,244.121296363636,245.12858,13.2938181818182,4710884.94162787,49,75.2636363636364,43.6909090909091,"Multiple matches found","No matches found","No matches found","Single match found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",41,"sc_008",2270454.83234279
"3789","Dimethoxybenzidine","C14 H16 N2 O2","Pharmaceuticals","Not the top hit","Partial match","Full match",0.484545454545455,244.121296363636,245.12858,13.2938181818182,4710884.94162787,49,75.2636363636364,43.6909090909091,"Multiple matches found","No matches found","No matches found","Single match found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",41,"sc_009",9423788.63429548
