"","name","formula","category","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","mass_list_match_efs_hram_compound_database","mass_list_match_antibiotics_itn_msca_answer_160616_w_dtxsi_ds","psychoactive_substances","pharmaceuticals_oct22","mass_list_match_itn_kps","mass_list_match_clews_list","ms2","reference_ion","sc_001","sc_002","sc_003","sc_004","sc_005","sc_007","sc_008","sc_009","sc_010","sc_011","sc_012","sc_013","sc_014","sc_015","sc_016","sc_017","sc_018","sc_020","sc_023","count_2"
"739","Docosahexaenoic acid methyl ester","C23 H34 O2","Natural products","Full match","Full match","No results",-0.17,342.25582,343.26317,23.97,33117316.6522162,2,92.1,83.1,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,342209.250334992,267277.66682361,NA,115483.304108733,32448631.1648276,2776954.59060801,242996.909261264,NA,107860.295141647,76628.1055952295,NA,NA,355617.433662919,NA,67606.7005716265,NA,401637.679844482,159125.582338885,12
"740","Dodecahydrocyclododeca[c]furan-1,1,3,3-tetracarbonitrile","C18 H22 N4 O","Others","Full match","Invalid mass","Full match",-3.825,310.178175,311.185435,17.728,8978428.01282454,4,57.6,26.6,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",405776.141160671,324327.265603713,NA,NA,2120653.25864309,1983755.13618897,1154298.61755004,NA,NA,NA,NA,NA,5350159.52585894,1645643.16986642,NA,NA,16497822.0068183,NA,2790107.92251811,10
"741","Dodecylbenzene","C18 H30","Natural products","Full match","No results","Full match",0.47,246.23487,247.24214,22.763,7171294.94977805,0,NA,NA,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",NA,4122500.69575521,7150916.98755109,1785957.43970107,3215421.87833956,4633547.6602969,2898975.90064467,1843208.71037892,2297449.78924207,1628209.33463439,1545648.0271808,1640479.50475849,3138382.62740298,2097048.84070116,1652046.19945002,1498906.71526645,1435230.34702519,2440730.4552398,2930532.08812479,18
"742","Dodecyltetraglycol (C12E4)","C20 H42 O5","Industrial/Intermediate","Full match","Invalid mass","Full match",-0.055,362.303205,363.310505,21.9305,4302218.73806294,2,68.05,48.45,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",1780863.41852169,817198.37910736,1291159.51657972,717774.356443028,1059331.94781084,NA,809119.755774733,681060.331632655,2652939.27009252,1052381.47034968,731903.306455395,888499.963120583,985103.082540703,626949.96683721,595597.655133046,673544.721319085,840942.070573548,1018936.69177113,3835916.87626234,35
"743","Dodemorph","C18 H35 N O","Pharmaceuticals","Full match","Partial match","Full match",0.301666666666667,281.27195,285.942881666667,22.6563333333333,38622939.7780259,18,91.65,87.1333333333333,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",22598257.9118241,31162661.9649973,37168497.5029518,18457656.8987314,30058910.2065916,43438334.4974653,36791024.1988231,26512049.0031562,41919926.3059126,36807632.2806157,41108002.9081961,36933307.7673564,37050483.3486596,43194426.0120567,38986249.7603021,34641713.9176569,40763558.6225642,41789851.8778192,30338993.7486735,54
"744","Dolutegravir","C20 H19 F2 N3 O5","Pharmaceuticals","Full match","Full match","Full match",0.185,419.129355,420.136645,16.86,13088898.7443913,11,71.8,57.25,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,10763111.0886262,191161.61513043,NA,3582182.30760133,1401346.26950626,NA,NA,NA,NA,NA,5295005.51295091,5543915.74041496,11344484.68605,NA,NA,7541130.72881973,6552801.57218559,10
"745","Dopamine","C8 H11 N O2","Pharmaceuticals","Full match","Not the top hit","Full match",0.48,153.079053333333,154.08633,8.10066666666667,8057205.37297128,10,79.5,61.1,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,162090.05768301,386822.555955102,NA,2520472.87229906,2899802.56847406,777698.455071807,875954.994610402,NA,1175846.16786588,NA,5763301.75854531,NA,177567.568086975,841772.392753811,NA,NA,11
"746","Dopexamine","C22 H32 N2 O2","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.12,356.24642,357.253695,14.458,224423.547869776,9,41.9,59.7,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,90672.5187362533,340444.368263951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"747","Dotarizine","C29 H34 N2 O2","Pharmaceuticals","No match","Invalid mass","Full match",-2.73,442.26082,443.2681,23.859,5541401.59331557,5,76.4,8.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",1410724.15377103,1310414.28471529,1166822.54841215,1158749.00522161,1272324.98252645,1198775.65696022,1219933.6286974,1274689.11922398,1646701.5981663,923246.540101393,1439753.48798849,1378219.54048279,1440199.16598521,1404323.04675696,1340957.03350479,1525630.89429554,1355450.06764655,1380171.73438882,1394370.83113878,19
"748","Doxefazepam","C17 H14 Cl F N2 O3","Pharmaceuticals","No match","Invalid mass","Full match",-2.64,348.06678,349.074076666667,15.4103333333333,766325.137810852,24,85.1666666666667,9.23333333333333,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,206476.032941633,NA,NA,NA,NA,NA,NA,NA,NA,NA,447691.722433293,649942.690569595,4
"749","Doxepin","C19 H21 N O","Pharmaceuticals","Not the top hit","Full match","Full match",0.3,279.1624,280.16959,12.928,316839.472690951,4,81.5,63.9,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281090.481989593,NA,1
"750","Doxercalciferol","C28 H44 O2","Pharmaceuticals","Full match","No results","Full match",0.08,412.33416,413.34145,24.299,585047.191178719,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,578916.294886869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"751","Doxylamine","C17 H22 N2 O","Pharmaceuticals","Not the top hit","Full match","Full match",0.44,270.17333,271.18057,8.75,3632678.09566881,2,73.6,53,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,3459413.99671925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2165203.8072531,NA,2
"752","Drofenine","C20 H31 N O2","Pharmaceuticals","Full match","Not the top hit","No results",0.245,317.23556,318.242835,11.8255,1065306.12067621,4,92.95,9.65,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1051526.10514924,311677.047342992,NA,NA,134850.808998834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"753","Dyclonine","C18 H27 N O2","Pharmaceuticals","Not the top hit","Partial match","Full match",0.596666666666667,289.204353333333,290.211623333333,15.3003333333333,559265.567216034,5,77.0333333333333,40.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,642305.760736079,NA,NA,447340.806477609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"754","EMBELIN DIOXIME","C17 H28 N2 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.816666666666667,324.20517,335.88785,21.754,3487663.19035675,6,72.1333333333333,33.7333333333333,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H+MeOH]+1",61081.713929708,NA,286748.678457744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106307.175305361,3
"755","ETHOXYTRIETHYLENE GLYCOL","C8 H18 O5","Personal Care Products","Full match","Invalid mass","Full match",0.283333333333333,194.115476666667,189.11923,7.87366666666667,3335510.95468244,3,68.35,36.75,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",186142.034103954,109129.646457871,1455627.18115018,386220.290500239,107762.626028718,NA,NA,NA,NA,199273.640669841,NA,170419.972029725,NA,NA,NA,130555.520626363,301747.181430698,NA,NA,11
"756","ETHYL 9-(HYDROXYIMINO)-10-(METHYLAMINO)OCTADECANOATE","C21 H42 N2 O3","Others","Full match","No results","Full match",-0.04,370.31953,371.32677,20.71,13158973.2534872,0,NA,NA,"No matches found","No matches found","No matches found","No matches found","No matches found","Multiple matches found","DDA for preferred ion","[M+H]+1",2154305.46591491,1816996.04183121,2017511.94014971,1659953.85096313,1939623.16709464,1929521.0420678,1854295.13714202,2030210.65863247,2919250.81883198,1975099.66438795,1787479.57179097,1817816.58403962,2034981.33385766,1898396.69280196,1758967.32786606,1766683.05766211,1870334.70623432,1924441.03187747,1960884.05795278,19
"757","Ecabet","C20 H28 O5 S","Pharmaceuticals","No match","Invalid mass","Full match",0.08,380.16578,381.17314,6.65,332702.063999155,11,34.6,38.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271194.59940583,1
"758","Ecgonine","C9 H15 N O3","Pharmaceuticals","Full match","No results","Full match",0.934,185.105368,223.13381,8.735,8105356.42098764,16,61.075,8.05,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,3706809.69101419,286307.323123615,NA,6009048.89344492,1451460.93474598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1727369.37701154,NA,9
"759","Ecgonine methyl ester","C10 H17 N O3","Pharmaceuticals","Full match","Full match","Full match",0.15,199.120875,200.128145,9.4375,16776001.9542879,2,66.55,47.45,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,29610088.0632382,503091.309759889,NA,32397888.6662162,3796786.17810837,671643.316349535,NA,NA,NA,NA,264306.374354366,NA,1014564.76161296,NA,NA,NA,1379062.78150184,8
"760","Edrophonium","C10 H15 N O","Psychoactives","Full match","Not the top hit","Full match",0.281666666666667,165.115411666667,160.119166666667,9.90283333333333,3617998.29267831,12,74.375,39.725,"Multiple matches found","No matches found","Multiple matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",556987.904925885,730761.557270964,1248345.82958156,726849.52975133,1345502.9566322,4598837.592261,NA,1177262.97830211,1847315.27183916,1944697.59040505,616871.234844647,2121475.16729255,2179023.69740468,NA,1071120.41882867,587411.042391433,1337979.81969621,1938710.06862646,1739540.11801917,22
"761","Efavirenz","C14 H9 Cl F3 N O2","Pharmaceuticals","Not the top hit","Full match","Full match",0.31,315.02749,316.03475,18.866,2372090.40094492,3,50,44.4,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1131597.35864625,53643.1871787627,NA,2267030.66280645,531982.247376633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1567109.36247031,NA,5
"762","Efinaconazole","C18 H22 F2 N4 O","Pharmaceuticals","No match","Invalid mass","Full match",0.753333333333333,348.176433333333,349.183723333333,10.4043333333333,83271054.6578432,28,86.6,9.33333333333333,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57868.1665172083,NA,NA,432161.061126086,NA,44377.4845844869,67520.8904688838,NA,229725.74453306,5
"763","Eicosapentaenoic acid ethyl ester","C22 H34 O2","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.233333333333333,330.255956666667,331.263253333333,20.9283333333333,2202407.24546766,27,88.2333333333333,40.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,69786.0108213702,66277.8568002457,NA,NA,667711.706974657,364106.45289767,NA,NA,NA,NA,53073.3352218743,NA,NA,NA,NA,NA,NA,NA,5
"764","Eltoprazine","C12 H16 N2 O2","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.465,220.121279,221.12855,10.7712,2047069.30420988,44,76.58,63.19,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,476746.001638438,2445299.30815014,NA,1357998.19937467,NA,NA,NA,629011.017908933,2027116.39380511,1508503.12350853,93875.0635409176,NA,NA,1142087.96643658,NA,13
"765","Emicerfont","C22 H24 N6 O2","Pharmaceuticals","No match","Invalid mass","Full match",1.13,404.19653,405.20382,18.042,1043764.54856925,9,75.4,8.8,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",91184.0046545408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455025.636733413,NA,NA,NA,1004837.18155486,NA,159787.431200019,4
"766","Emiglitate","C17 H25 N O7","Pharmaceuticals","No match","Invalid mass","Full match",0.37,355.16323,356.17051,11.129,204863.568831433,6,87.8,9.4,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,130128.417458622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"767","Emtricibatine","C8 H10 F N3 O3 S","Pharmaceuticals","Not the top hit","Partial match","Full match",1.63,247.043095,259.041345,9.4385,8840247.62192003,6,86.9,9.35,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1",NA,NA,4762832.99625126,NA,NA,7517270.64176223,NA,NA,NA,NA,NA,NA,5807964.72952718,17141761.2492436,8675254.78639872,NA,NA,7134547.86371419,4084603.58682318,9
"768","Enalaprilat","C18 H24 N2 O5","Pharmaceuticals","Not the top hit","Not the top hit","Full match",4.205,348.16999,349.17726,19.78,633604.982048072,21,88.35,9.45,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,86221.9359554641,NA,1121795.59049213,NA,NA,55757.4186167344,NA,NA,NA,NA,NA,NA,NA,NA,480091.291874873,NA,4
"769","Enanthamide","C7 H15 N O","Pharmaceuticals","Full match","Partial match","Full match",0.73,129.11546,130.12274,2.638,1843278.84417836,1,52.7,41.4,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,456521.463575967,NA,NA,1839688.73534687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"770","Ensulizole","C13 H10 N2 O3 S","Pharmaceuticals","Full match","Partial match","Full match",0.38,274.04132,275.04859,8.861,11990538.4590136,5,97.8,81.3,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,9613847.70152707,152702.226090083,NA,6152408.04661834,2749797.6037894,159898.017983383,354989.673730324,NA,NA,NA,4675534.20668182,4167844.45717644,1206191.39431881,74212.1093452501,NA,11937345.6611241,7694104.68622589,12
"771","Entacapone","C14 H15 N3 O5","Pharmaceuticals","No match","Invalid mass","Full match",-1.415,305.100735,306.108015,6.623,8030872.17522205,12,77.2,26,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,561100.391923433,1156865.8884504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"772","Entecavir","C12 H15 N5 O3","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.346666666666667,277.117586666667,278.12486,11.528,615565.090010724,18,80.3333333333333,22.5333333333333,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,833392.159283913,NA,NA,736387.43977748,NA,88378.3246987864,NA,NA,NA,NA,NA,NA,NA,NA,NA,276020.885719437,NA,5
"773","Epicept Np-1","C10 H15 N3 O2","Pharmaceuticals","Full match","Not the top hit","Full match",0.13,209.116453333333,210.12371,4.42833333333333,11473414.4581716,9,72.6666666666667,71.3333333333333,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,12582248.9745363,NA,NA,2411137.48111012,4814292.49256974,8069818.54909987,6269432.49053401,14548740.7116762,5508302.26957858,8438363.06018711,2087606.39490455,2643164.61209189,2110931.13761999,2169671.05512786,7650497.25781119,2708126.8361708,10815067.4643306,32
"774","Epigallocatechol","C15 H14 O7","Pharmaceuticals","No match","Not the top hit","Full match",2.08,306.07459,307.08187,9.0535,1505774.46431595,22,88.6,9.4,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,1683649.62741112,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189414.89718405,NA,NA,NA,NA,169222.853962294,NA,NA,3
